,coords,page_no,token,type
0,"[204, 145, 363, 171]",1,RÉDACTION,word
1,"[233, 185, 252, 206]",1,Rue,word
2,"[264, 185, 314, 206]",1,Pépinti,word
3,"[321, 185, 332, 206]",1,3,word
4,"[331, 185, 337, 206]",1,",",word
5,"[143, 223, 231, 244]",1,QUREAU,word
6,"[243, 223, 259, 244]",1,D,word
7,"[258, 223, 263, 244]",1,',word
8,"[262, 223, 422, 244]",1,ABDNNEMENTS,word
9,"[211, 258, 250, 277]",1,Buclle,word
10,"[256, 258, 270, 277]",1,Si,word
11,"[270, 258, 275, 277]",1,.,word
12,"[274, 258, 330, 277]",1,François,word
13,"[328, 258, 333, 277]",1,",",word
14,"[348, 258, 358, 277]",1,1,word
15,"[116, 293, 139, 312]",1,On,word
16,"[142, 293, 150, 312]",1,s,word
17,"[149, 293, 153, 312]",1,',word
18,"[152, 293, 206, 312]",1,abonne,word
19,"[206, 293, 211, 312]",1,",",word
20,"[214, 293, 250, 312]",1,dans,word
21,"[255, 293, 286, 312]",1,toua,word
22,"[291, 293, 314, 312]",1,lies,word
23,"[319, 293, 370, 312]",1,bureau,word
24,"[372, 293, 382, 312]",1,A,word
25,"[386, 293, 404, 312]",1,de,word
26,"[409, 293, 449, 312]",1,poste,word
27,"[187, 317, 213, 336]",1,Les,word
28,"[218, 317, 317, 336]",1,abonnements,word
29,"[322, 317, 375, 336]",1,partent,word
30,"[152, 339, 170, 358]",1,du,word
31,"[180, 339, 185, 358]",1,i,word
32,"[187, 339, 195, 358]",1,"""",word
33,"[204, 339, 223, 358]",1,ou,word
34,"[232, 339, 251, 358]",1,du,word
35,"[260, 339, 279, 358]",1,15,word
36,"[285, 339, 304, 358]",1,de,word
37,"[311, 339, 364, 358]",1,chaque,word
38,"[371, 339, 394, 358]",1,me,word
39,"[401, 339, 408, 358]",1,s,word
0,"[82, 124, 462, 378]",1,,region
