,coords,page_no,token,type
0,"[175, 392, 227, 415]",1,PRIX,word
1,"[237, 392, 254, 415]",1,D,word
2,"[252, 392, 257, 415]",1,',word
3,"[255, 392, 406, 415]",1,ABONNEMENT,word
4,"[293, 419, 307, 439]",1,Un,word
5,"[314, 419, 329, 439]",1,ta,word
6,"[369, 419, 384, 439]",1,S,word
7,"[393, 419, 435, 439]",1,ffloii,word
8,"[444, 419, 451, 439]",1,I,word
9,"[456, 419, 483, 439]",1,mil,word
10,"[99, 443, 170, 466]",1,Suisse,word
11,"[170, 443, 178, 466]",1,.,word
12,"[178, 443, 186, 466]",1,.,word
13,"[186, 443, 193, 466]",1,.,word
14,"[193, 443, 201, 466]",1,.,word
15,"[201, 443, 209, 466]",1,.,word
16,"[209, 443, 215, 466]",1,.,word
17,"[216, 443, 222, 466]",1,.,word
18,"[283, 443, 306, 466]",1,Fr,word
19,"[306, 443, 313, 466]",1,.,word
20,"[319, 443, 344, 466]",1,20,word
21,"[367, 443, 422, 466]",1,1050,word
22,"[441, 443, 483, 466]",1,550,word
23,"[99, 470, 150, 492]",1,Union,word
24,"[156, 470, 217, 492]",1,postale,word
25,"[294, 470, 307, 492]",1,»,word
26,"[320, 470, 344, 492]",1,36,word
27,"[367, 470, 392, 492]",1,18,word
28,"[396, 470, 421, 492]",1,50,word
29,"[443, 470, 456, 492]",1,9,word
30,"[464, 470, 490, 492]",1,50,word
31,"[144, 497, 185, 519]",1,Prix,word
32,"[195, 497, 222, 519]",1,du,word
33,"[228, 497, 301, 519]",1,numéro,word
34,"[301, 497, 309, 519]",1,:,word
35,"[315, 497, 341, 519]",1,10,word
36,"[348, 497, 434, 519]",1,centimes,word
37,"[434, 497, 440, 519]",1,.,word
0,"[96, 365, 534, 534]",1,,region
