,coords,page_no,token,type
0,"[851, 2504, 1001, 2536]",3,DERNIER,word
1,"[1031, 2504, 1205, 2536]",3,COURRIER,word
2,"[975, 2567, 1005, 2598]",3,La,word
3,"[1011, 2567, 1080, 2598]",3,guerre,word
4,"[1077, 2567, 1085, 2598]",3,.,word
5,"[923, 2638, 978, 2659]",3,Dans,word
6,"[988, 2638, 1007, 2659]",3,le,word
7,"[1023, 2638, 1063, 2659]",3,sud,word
8,"[1063, 2638, 1073, 2659]",3,-,word
9,"[1073, 2638, 1130, 2659]",3,ouest,word
10,"[1133, 2638, 1138, 2659]",3,.,word
11,"[867, 2673, 888, 2692]",3,La,word
12,"[897, 2673, 933, 2692]",3,ville,word
13,"[947, 2673, 996, 2692]",3,même,word
14,"[1010, 2673, 1029, 2692]",3,de,word
15,"[1039, 2673, 1119, 2692]",3,Colesberg,word
16,"[1127, 2673, 1137, 2692]",3,n,word
17,"[1137, 2673, 1141, 2692]",3,',word
18,"[1142, 2673, 1151, 2692]",3,a,word
19,"[1160, 2673, 1186, 2692]",3,pas,word
20,"[1194, 2673, 1208, 2692]",3,ét,word
21,"[1209, 2673, 1217, 2692]",3,é,word
22,"[846, 2694, 913, 2713]",3,occupée,word
23,"[922, 2694, 949, 2713]",3,par,word
24,"[957, 2694, 979, 2713]",3,les,word
25,"[987, 2694, 1048, 2713]",3,troupes,word
26,"[1057, 2694, 1130, 2713]",3,anglaises,word
27,"[1139, 2694, 1147, 2713]",3,à,word
28,"[1155, 2694, 1169, 2713]",3,la,word
29,"[1178, 2694, 1217, 2713]",3,suite,word
30,"[847, 2715, 867, 2734]",3,du,word
31,"[876, 2715, 929, 2734]",3,succès,word
32,"[936, 2715, 1002, 2734]",3,remport,word
33,"[1003, 2715, 1012, 2734]",3,é,word
34,"[1025, 2715, 1052, 2734]",3,par,word
35,"[1060, 2715, 1075, 2734]",3,le,word
36,"[1083, 2715, 1142, 2734]",3,général,word
37,"[1152, 2715, 1210, 2734]",3,French,word
38,"[1211, 2715, 1216, 2734]",3,.,word
39,"[867, 2737, 900, 2756]",3,Une,word
40,"[916, 2737, 1044, 2756]",3,communication,word
41,"[1061, 2737, 1128, 2756]",3,officielle,word
42,"[1146, 2737, 1166, 2756]",3,du,word
43,"[1181, 2737, 1217, 2756]",3,War,word
44,"[847, 2758, 891, 2777]",3,Office,word
45,"[900, 2758, 922, 2777]",3,dit,word
46,"[930, 2758, 949, 2777]",3,en,word
47,"[957, 2758, 990, 2777]",3,effet,word
48,"[998, 2758, 1003, 2777]",3,:,word
49,"[869, 2780, 879, 2799]",3,«,word
50,"[886, 2780, 907, 2799]",3,Le,word
51,"[922, 2780, 981, 2799]",3,général,word
52,"[998, 2780, 1056, 2799]",3,French,word
53,"[1071, 2780, 1092, 2799]",3,dit,word
54,"[1105, 2780, 1135, 2799]",3,que,word
55,"[1145, 2780, 1158, 2799]",3,si,word
56,"[1166, 2780, 1186, 2799]",3,on,word
57,"[1196, 2780, 1217, 2799]",3,lui,word
58,"[848, 2801, 858, 2820]",3,»,word
59,"[869, 2801, 921, 2820]",3,envoie,word
60,"[931, 2801, 1005, 2820]",3,quelques,word
61,"[1014, 2801, 1078, 2820]",3,renforts,word
62,"[1079, 2801, 1084, 2820]",3,",",word
63,"[1092, 2801, 1103, 2820]",3,il,word
64,"[1111, 2801, 1167, 2820]",3,pourra,word
65,"[1176, 2801, 1211, 2820]",3,délo,word
66,"[1211, 2801, 1218, 2820]",3,-,word
67,"[848, 2822, 858, 2841]",3,»,word
68,"[869, 2822, 894, 2841]",3,ger,word
69,"[902, 2822, 908, 2841]",3,l,word
70,"[908, 2822, 912, 2841]",3,',word
71,"[912, 2822, 972, 2841]",3,ennemi,word
72,"[982, 2822, 1001, 2841]",3,de,word
73,"[1009, 2822, 1090, 2841]",3,Colesberg,word
74,"[1090, 2822, 1095, 2841]",3,.,word
75,"[1104, 2822, 1113, 2841]",3,»,word
76,"[868, 2844, 891, 2863]",3,De,word
77,"[898, 2844, 936, 2863]",3,cette,word
78,"[945, 2844, 1011, 2863]",3,dépêche,word
79,"[1012, 2844, 1017, 2863]",3,",",word
80,"[1027, 2844, 1047, 2863]",3,on,word
81,"[1056, 2844, 1102, 2863]",3,infère,word
82,"[1111, 2844, 1141, 2863]",3,que,word
83,"[1151, 2844, 1165, 2863]",3,le,word
84,"[1172, 2844, 1210, 2863]",3,géné,word
85,"[1210, 2844, 1217, 2863]",3,-,word
86,"[847, 2865, 869, 2884]",3,ral,word
87,"[877, 2865, 935, 2884]",3,French,word
88,"[944, 2865, 952, 2884]",3,s,word
89,"[952, 2865, 956, 2884]",3,',word
90,"[956, 2865, 979, 2884]",3,est,word
91,"[986, 2865, 1023, 2884]",3,peut,word
92,"[1023, 2865, 1030, 2884]",3,-,word
93,"[1030, 2865, 1052, 2884]",3,êtr,word
94,"[1052, 2865, 1061, 2884]",3,e,word
95,"[1069, 2865, 1121, 2884]",3,empar,word
96,"[1121, 2865, 1130, 2884]",3,é,word
97,"[1141, 2865, 1160, 2884]",3,de,word
98,"[1167, 2865, 1211, 2884]",3,Coles,word
99,"[1211, 2865, 1218, 2884]",3,-,word
100,"[847, 2886, 883, 2905]",3,berg,word
101,"[890, 2886, 958, 2905]",3,jonction,word
102,"[959, 2886, 964, 2905]",3,",",word
103,"[974, 2886, 1013, 2905]",3,mais,word
104,"[1022, 2886, 1043, 2905]",3,qu,word
105,"[1043, 2886, 1048, 2905]",3,',word
106,"[1048, 2886, 1060, 2905]",3,il,word
107,"[1068, 2886, 1079, 2905]",3,n,word
108,"[1079, 2886, 1083, 2905]",3,',word
109,"[1084, 2886, 1092, 2905]",3,a,word
110,"[1101, 2886, 1128, 2905]",3,pas,word
111,"[1134, 2886, 1188, 2905]",3,encore,word
112,"[1197, 2886, 1217, 2905]",3,pu,word
113,"[847, 2907, 911, 2926]",3,prendre,word
114,"[920, 2907, 934, 2926]",3,la,word
115,"[940, 2907, 977, 2926]",3,ville,word
116,"[977, 2907, 982, 2926]",3,.,word
117,"[1145, 2907, 1153, 2926]",3,"""",word
118,"[1154, 2907, 1162, 2926]",3,"""",word
119,"[868, 2929, 889, 2948]",3,Le,word
120,"[897, 2929, 957, 2948]",3,général,word
121,"[966, 2929, 1037, 2948]",3,Methuen,word
122,"[1046, 2929, 1113, 2948]",3,annonce,word
123,"[1122, 2929, 1152, 2948]",3,que,word
124,"[1162, 2929, 1178, 2948]",3,sa,word
125,"[1187, 2929, 1210, 2948]",3,bri,word
126,"[1211, 2929, 1218, 2948]",3,-,word
127,"[847, 2950, 885, 2969]",3,gade,word
128,"[893, 2950, 912, 2969]",3,de,word
129,"[920, 2950, 992, 2969]",3,cavalerie,word
130,"[1001, 2950, 1010, 2969]",3,a,word
131,"[1015, 2950, 1035, 2969]",3,pu,word
132,"[1044, 2950, 1061, 2969]",3,se,word
133,"[1068, 2950, 1121, 2969]",3,mettre,word
134,"[1129, 2950, 1148, 2969]",3,en,word
135,"[1157, 2950, 1218, 2969]",3,rapport,word
136,"[847, 2971, 883, 2990]",3,avec,word
137,"[890, 2971, 904, 2990]",3,la,word
138,"[912, 2971, 976, 2990]",3,colonne,word
139,"[985, 2971, 1044, 2990]",3,volante,word
140,"[1054, 2971, 1074, 2990]",3,du,word
141,"[1087, 2971, 1168, 2990]",3,lieutenant,word
142,"[1168, 2971, 1175, 2990]",3,-,word
143,"[1175, 2971, 1210, 2990]",3,colo,word
144,"[1210, 2971, 1217, 2990]",3,-,word
145,"[847, 2992, 866, 3011]",3,ne,word
146,"[873, 2992, 932, 3011]",3,Pilcher,word
147,"[933, 2992, 938, 3011]",3,",",word
148,"[948, 2992, 977, 3011]",3,aux,word
149,"[985, 2992, 1054, 3011]",3,environs,word
150,"[1065, 2992, 1083, 3011]",3,de,word
151,"[1092, 2992, 1160, 3011]",3,Douglas,word
152,"[1160, 2992, 1165, 3011]",3,.,word
153,"[868, 3021, 889, 3040]",3,La,word
154,"[898, 3021, 937, 3040]",3,prise,word
155,"[946, 3021, 964, 3040]",3,de,word
156,"[970, 3021, 1008, 3040]",3,cette,word
157,"[1013, 3021, 1050, 3040]",3,ville,word
158,"[1050, 3021, 1055, 3040]",3,",",word
159,"[1065, 3021, 1135, 3040]",3,effectuée,word
160,"[1143, 3021, 1193, 3040]",3,mardi,word
161,"[1194, 3021, 1199, 3040]",3,",",word
162,"[1209, 3021, 1218, 3040]",3,a,word
163,"[848, 3042, 875, 3061]",3,son,word
164,"[883, 3042, 976, 3061]",3,importance,word
165,"[984, 3042, 1003, 3061]",3,au,word
166,"[1013, 3042, 1056, 3061]",3,point,word
167,"[1064, 3042, 1083, 3061]",3,de,word
168,"[1095, 3042, 1124, 3061]",3,vue,word
169,"[1140, 3042, 1158, 3061]",3,de,word
170,"[1174, 3042, 1180, 3061]",3,l,word
171,"[1180, 3042, 1184, 3061]",3,',word
172,"[1184, 3042, 1211, 3061]",3,atti,word
173,"[1211, 3042, 1218, 3061]",3,-,word
174,"[848, 3063, 884, 3082]",3,tude,word
175,"[891, 3063, 918, 3082]",3,des,word
176,"[925, 3063, 1022, 3082]",3,Afrikanders,word
177,"[1033, 3063, 1070, 3082]",3,dans,word
178,"[1085, 3063, 1100, 3082]",3,la,word
179,"[1114, 3063, 1165, 3082]",3,région,word
180,"[1179, 3063, 1217, 3082]",3,nord,word
181,"[849, 3084, 867, 3103]",3,de,word
182,"[875, 3084, 889, 3103]",3,la,word
183,"[898, 3084, 957, 3103]",3,colonie,word
184,"[965, 3084, 985, 3103]",3,du,word
185,"[995, 3084, 1027, 3103]",3,Cap,word
186,"[1027, 3084, 1032, 3103]",3,.,word
187,"[869, 3106, 883, 3125]",3,A,word
188,"[890, 3106, 928, 3125]",3,midi,word
189,"[928, 3106, 933, 3125]",3,",",word
190,"[942, 3106, 964, 3125]",3,les,word
191,"[971, 3106, 1048, 3125]",3,indigènes,word
192,"[1056, 3106, 1155, 3125]",3,annonçaient,word
193,"[1165, 3106, 1195, 3125]",3,que,word
194,"[1203, 3106, 1218, 3125]",3,la,word
195,"[849, 3127, 884, 3146]",3,ville,word
196,"[891, 3127, 901, 3146]",3,n,word
197,"[901, 3127, 906, 3146]",3,',word
198,"[906, 3127, 936, 3146]",3,étai,word
199,"[936, 3127, 942, 3146]",3,t,word
200,"[950, 3127, 977, 3146]",3,pas,word
201,"[992, 3127, 1059, 3146]",3,occupée,word
202,"[1060, 3127, 1065, 3146]",3,.,word
203,"[1079, 3127, 1100, 3146]",3,Le,word
204,"[1113, 3127, 1173, 3146]",3,colonel,word
205,"[1188, 3127, 1211, 3146]",3,Pil,word
206,"[1212, 3127, 1219, 3146]",3,-,word
207,"[849, 3148, 883, 3167]",3,cher,word
208,"[899, 3148, 938, 3167]",3,avait,word
209,"[953, 3148, 971, 3167]",3,en,word
210,"[986, 3148, 1019, 3167]",3,effet,word
211,"[1033, 3148, 1081, 3167]",3,envoy,word
212,"[1081, 3148, 1090, 3167]",3,é,word
213,"[1108, 3148, 1123, 3167]",3,la,word
214,"[1136, 3148, 1180, 3167]",3,veille,word
215,"[1198, 3148, 1217, 3167]",3,au,word
216,"[848, 3169, 926, 3188]",3,landdrost,word
217,"[935, 3169, 955, 3188]",3,ou,word
218,"[964, 3169, 1011, 3188]",3,maire,word
219,"[1019, 3169, 1037, 3188]",3,de,word
220,"[1049, 3169, 1116, 3188]",3,Douglas,word
221,"[1129, 3169, 1160, 3188]",3,une,word
222,"[1175, 3169, 1218, 3188]",3,lettre,word
223,"[848, 3190, 854, 3209]",3,l,word
224,"[854, 3190, 858, 3209]",3,',word
225,"[858, 3190, 939, 3209]",3,informant,word
226,"[955, 3190, 974, 3209]",3,de,word
227,"[989, 3190, 1017, 3209]",3,son,word
228,"[1031, 3190, 1104, 3209]",3,intention,word
229,"[1120, 3190, 1139, 3209]",3,de,word
230,"[1155, 3190, 1218, 3209]",3,prendre,word
231,"[848, 3211, 933, 3230]",3,possession,word
232,"[943, 3211, 962, 3230]",3,de,word
233,"[969, 3211, 984, 3230]",3,la,word
234,"[993, 3211, 1029, 3230]",3,ville,word
235,"[1036, 3211, 1051, 3230]",3,et,word
236,"[1060, 3211, 1075, 3230]",3,le,word
237,"[1087, 3211, 1166, 3230]",3,menaçant,word
238,"[1182, 3211, 1193, 3230]",3,d,word
239,"[1193, 3211, 1197, 3230]",3,',word
240,"[1197, 3211, 1218, 3230]",3,un,word
241,"[848, 3233, 929, 3252]",3,châtiment,word
242,"[948, 3233, 998, 3252]",3,sévère,word
243,"[1012, 3233, 1051, 3252]",3,pour,word
244,"[1069, 3233, 1077, 3252]",3,s,word
245,"[1077, 3233, 1081, 3252]",3,',word
246,"[1081, 3233, 1104, 3252]",3,êtr,word
247,"[1104, 3233, 1113, 3252]",3,e,word
248,"[1130, 3233, 1168, 3252]",3,joint,word
249,"[1189, 3233, 1218, 3252]",3,aux,word
250,"[848, 3254, 894, 3273]",3,Boers,word
251,"[901, 3254, 969, 3273]",3,quoique,word
252,"[981, 3254, 1018, 3273]",3,sujet,word
253,"[1029, 3254, 1087, 3273]",3,anglais,word
254,"[1087, 3254, 1092, 3273]",3,.,word
255,"[1101, 3254, 1113, 3273]",3,Il,word
256,"[1118, 3254, 1179, 3273]",3,ajoutait,word
257,"[1189, 3254, 1219, 3273]",3,que,word
258,"[848, 3275, 885, 3294]",3,ceux,word
259,"[896, 3275, 922, 3294]",3,qui,word
260,"[935, 3275, 951, 3294]",3,se,word
261,"[957, 3275, 1042, 3294]",3,rendraient,word
262,"[1051, 3275, 1114, 3294]",3,seraient,word
263,"[1123, 3275, 1168, 3294]",3,remis,word
264,"[1177, 3275, 1219, 3294]",3,entre,word
265,"[848, 3296, 870, 3315]",3,les,word
266,"[877, 3296, 926, 3315]",3,mains,word
267,"[935, 3296, 954, 3315]",3,de,word
268,"[961, 3296, 967, 3315]",3,l,word
269,"[967, 3296, 971, 3315]",3,',word
270,"[971, 3296, 1026, 3315]",3,autorit,word
271,"[1027, 3296, 1036, 3315]",3,é,word
272,"[1045, 3296, 1090, 3315]",3,civile,word
273,"[1090, 3296, 1095, 3315]",3,.,word
274,"[1273, 155, 1321, 174]",3,Après,word
275,"[1329, 155, 1359, 174]",3,une,word
276,"[1365, 155, 1411, 174]",3,heure,word
277,"[1421, 155, 1466, 174]",3,après,word
278,"[1466, 155, 1473, 174]",3,-,word
279,"[1473, 155, 1511, 174]",3,midi,word
280,"[1511, 155, 1516, 174]",3,",",word
281,"[1532, 155, 1546, 174]",3,la,word
282,"[1558, 155, 1622, 174]",3,colonne,word
283,"[1253, 176, 1318, 195]",3,anglaise,word
284,"[1326, 176, 1398, 195]",3,pénétrait,word
285,"[1408, 176, 1446, 195]",3,dans,word
286,"[1454, 176, 1468, 195]",3,la,word
287,"[1476, 176, 1512, 195]",3,ville,word
288,"[1519, 176, 1529, 195]",3,«,word
289,"[1536, 176, 1565, 195]",3,aux,word
290,"[1574, 176, 1615, 195]",3,accla,word
291,"[1616, 176, 1622, 195]",3,-,word
292,"[1252, 198, 1316, 217]",3,mations,word
293,"[1325, 198, 1344, 217]",3,de,word
294,"[1353, 198, 1367, 217]",3,la,word
295,"[1377, 198, 1466, 217]",3,population,word
296,"[1467, 198, 1472, 217]",3,",",word
297,"[1482, 198, 1492, 217]",3,»,word
298,"[1502, 198, 1523, 217]",3,dit,word
299,"[1533, 198, 1547, 217]",3,la,word
300,"[1557, 198, 1622, 217]",3,dépèche,word
301,"[1251, 219, 1320, 238]",3,officielle,word
302,"[1319, 219, 1324, 238]",3,.,word
303,"[1335, 219, 1356, 238]",3,Le,word
304,"[1364, 219, 1441, 238]",3,landdrost,word
305,"[1450, 219, 1489, 238]",3,avait,word
306,"[1496, 219, 1527, 238]",3,pris,word
307,"[1538, 219, 1552, 238]",3,la,word
308,"[1560, 219, 1597, 238]",3,fuite,word
309,"[1607, 219, 1622, 238]",3,la,word
310,"[1251, 240, 1295, 259]",3,veille,word
311,"[1304, 240, 1323, 259]",3,au,word
312,"[1331, 240, 1362, 259]",3,soir,word
313,"[1363, 240, 1368, 259]",3,",",word
314,"[1375, 240, 1411, 259]",3,avec,word
315,"[1417, 240, 1440, 259]",3,les,word
316,"[1445, 240, 1541, 259]",3,Afrikanders,word
317,"[1551, 240, 1616, 259]",3,rebelles,word
318,"[1616, 240, 1621, 259]",3,",",word
