,coords,page_no,token,type
0,"[127, 164, 230, 189]",3,NOUVELLES,word
1,"[242, 164, 284, 189]",3,DES,word
2,"[291, 164, 376, 189]",3,GANTONS,word
3,"[92, 217, 151, 236]",3,BERNE,word
4,"[150, 217, 155, 236]",3,.,word
5,"[167, 217, 186, 236]",3,—,word
6,"[198, 217, 217, 236]",3,La,word
7,"[230, 217, 288, 236]",3,victoire,word
8,"[295, 217, 373, 236]",3,remportée,word
9,"[381, 217, 406, 236]",3,par,word
10,"[414, 217, 435, 236]",3,les,word
11,"[75, 236, 115, 255]",3,Boers,word
12,"[126, 236, 135, 255]",3,à,word
13,"[146, 236, 204, 255]",3,Colenso,word
14,"[214, 236, 222, 255]",3,a,word
15,"[232, 236, 282, 255]",3,rempli,word
16,"[292, 236, 302, 255]",3,d,word
17,"[302, 236, 305, 255]",3,',word
18,"[305, 236, 359, 255]",3,orgueil,word
19,"[368, 236, 389, 255]",3,les,word
20,"[395, 236, 429, 255]",3,habi,word
21,"[429, 236, 435, 255]",3,-,word
22,"[75, 256, 109, 275]",3,tants,word
23,"[115, 256, 132, 275]",3,de,word
24,"[137, 256, 190, 275]",3,Laufon,word
25,"[189, 256, 194, 275]",3,.,word
26,"[203, 256, 214, 275]",3,Il,word
27,"[220, 256, 264, 275]",3,paraît,word
28,"[271, 256, 298, 275]",3,que,word
29,"[304, 256, 318, 275]",3,le,word
30,"[330, 256, 361, 275]",3,chef,word
31,"[372, 256, 400, 275]",3,étai,word
32,"[400, 256, 405, 275]",3,t,word
33,"[415, 256, 434, 275]",3,un,word
34,"[73, 275, 117, 294]",3,enfant,word
35,"[123, 275, 141, 294]",3,de,word
36,"[146, 275, 160, 294]",3,la,word
37,"[166, 275, 221, 294]",3,localité,word
38,"[220, 275, 225, 294]",3,",",word
39,"[231, 275, 282, 294]",3,Schalk,word
40,"[288, 275, 343, 294]",3,Burger,word
41,"[343, 275, 347, 294]",3,",",word
42,"[356, 275, 400, 294]",3,émigr,word
43,"[400, 275, 408, 294]",3,é,word
44,"[415, 275, 433, 294]",3,au,word
45,"[72, 294, 144, 313]",3,Transvaal,word
46,"[151, 294, 162, 313]",3,il,word
47,"[168, 294, 177, 313]",3,y,word
48,"[184, 294, 193, 313]",3,a,word
49,"[198, 294, 258, 313]",3,quelque,word
50,"[264, 294, 304, 313]",3,vingt,word
51,"[311, 294, 338, 313]",3,ans,word
52,"[338, 294, 343, 313]",3,.,word
53,"[357, 294, 383, 313]",3,Ses,word
54,"[391, 294, 434, 313]",3,frères,word
55,"[73, 313, 132, 332]",3,habitent,word
56,"[138, 313, 187, 332]",3,encore,word
57,"[194, 313, 248, 332]",3,Laufon,word
58,"[247, 313, 252, 332]",3,.,word
59,"[88, 344, 136, 363]",3,BALE,word
60,"[135, 344, 140, 363]",3,.,word
61,"[144, 344, 164, 363]",3,—,word
62,"[170, 344, 189, 363]",3,La,word
63,"[202, 344, 254, 363]",3,section,word
64,"[266, 344, 284, 363]",3,de,word
65,"[296, 344, 330, 363]",3,Bàle,word
66,"[340, 344, 358, 363]",3,de,word
67,"[371, 344, 384, 363]",3,la,word
68,"[390, 344, 434, 363]",3,Ligue,word
69,"[71, 364, 115, 383]",3,suisse,word
70,"[120, 364, 138, 383]",3,de,word
71,"[144, 364, 157, 383]",3,la,word
72,"[163, 364, 195, 383]",3,paix,word
73,"[201, 364, 264, 383]",3,organise,word
74,"[269, 364, 304, 383]",3,pour,word
75,"[312, 364, 356, 383]",3,mardi,word
76,"[363, 364, 373, 383]",3,9,word
77,"[379, 364, 434, 383]",3,janvier,word
78,"[70, 383, 97, 402]",3,une,word
79,"[103, 383, 176, 402]",3,assemblée,word
80,"[188, 383, 253, 402]",3,publique,word
81,"[264, 383, 282, 402]",3,de,word
82,"[288, 383, 378, 402]",3,protestation,word
83,"[386, 383, 434, 402]",3,contre,word
84,"[70, 402, 83, 421]",3,la,word
85,"[88, 402, 136, 421]",3,guerre,word
86,"[143, 402, 161, 421]",3,du,word
87,"[168, 402, 244, 421]",3,Transvaal,word
88,"[244, 402, 249, 421]",3,.,word
89,"[89, 433, 155, 452]",3,VALAIS,word
90,"[154, 433, 159, 452]",3,",",word
91,"[163, 433, 183, 452]",3,—,word
92,"[194, 433, 228, 452]",3,Hier,word
93,"[239, 433, 283, 452]",3,matin,word
94,"[282, 433, 287, 452]",3,",",word
95,"[294, 433, 327, 452]",3,vers,word
96,"[338, 433, 369, 452]",3,sept,word
97,"[376, 433, 427, 452]",3,heures,word
98,"[427, 433, 432, 452]",3,",",word
99,"[69, 452, 82, 471]",3,le,word
100,"[87, 452, 135, 471]",3,nomm,word
101,"[133, 452, 142, 471]",3,é,word
102,"[152, 452, 213, 471]",3,Maurice,word
103,"[226, 452, 262, 471]",3,Copt,word
104,"[261, 452, 266, 471]",3,",",word
105,"[277, 452, 357, 471]",3,travaillant,word
106,"[370, 452, 406, 471]",3,dans,word
107,"[412, 452, 433, 471]",3,les,word
108,"[68, 472, 134, 491]",3,carrières,word
109,"[146, 472, 156, 491]",3,d,word
110,"[155, 472, 159, 491]",3,',word
111,"[158, 472, 213, 491]",3,ardoise,word
112,"[224, 472, 241, 491]",3,de,word
113,"[254, 472, 356, 491]",3,Sembrancher,word
114,"[356, 472, 361, 491]",3,",",word
115,"[374, 472, 383, 491]",3,a,word
116,"[395, 472, 412, 491]",3,eu,word
117,"[418, 472, 432, 491]",3,la,word
118,"[69, 491, 95, 510]",3,tête,word
119,"[101, 491, 146, 510]",3,écrasé,word
120,"[146, 491, 154, 510]",3,e,word
121,"[161, 491, 185, 510]",3,par,word
122,"[192, 491, 219, 510]",3,une,word
123,"[229, 491, 274, 510]",3,pierre,word
124,"[281, 491, 299, 510]",3,de,word
125,"[309, 491, 339, 510]",3,huit,word
126,"[347, 491, 385, 510]",3,kilos,word
127,"[384, 491, 389, 510]",3,",",word
128,"[396, 491, 426, 510]",3,tom,word
129,"[426, 491, 432, 510]",3,-,word
