,issue_id,date,local_path,extension,notice,xml_filepath,issue_title,collection_title,radio_channel,broadcast_time
0,InterSoir-1995-01-01-a,01/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000090_95F05001H1900SA0001_01_0_0_EXPORT.MP3'],MP3,00000090,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000090_95F05001H1900SA0001_01_0_0_EXPORT.json'],Inter soir 19H00 du 1er janvier 1995,Inter soir 19h00,Radio France,19:00:00
1,InterSoir-1995-01-01-b,01/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000090_95F05001SA0001_01___EXPORT.MP3'],MP3,00000090,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000090_95F05001SA0001_01___EXPORT.json'],Inter soir 19H00 du 1er janvier 1995,Inter soir 19h00,Radio France,19:00:00
2,InterSoir-1995-01-02-a,02/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000217_95F05001SA0002_01___EXPORT.MP3'],MP3,00000217,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000217_95F05001SA0002_01___EXPORT.json'],Inter soir 19H00 du 02 janvier 1995,Inter soir 19h00,Radio France,19:00:00
3,InterSoir-1995-01-02-b,02/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000217_95F05001H1900SA0002_01_1900_202200_EXPORT.MP3'],MP3,00000217,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000217_95F05001H1900SA0002_01_1900_202200_EXPORT.json'],Inter soir 19H00 du 02 janvier 1995,Inter soir 19h00,Radio France,19:00:00
4,TelSonne-1995-01-02-a,02/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000218_95F05001SA0002_01___EXPORT.MP3""]",MP3,00000218,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000218_95F05001SA0002_01___EXPORT.json""]",EDUCATION : LACHEZ LEUR LES BASKETS !,Le telephone sonne,Radio France,19:20:00
5,InterSoir-1995-01-03-a,03/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000345_95F05001SA0003_01___EXPORT.MP3'],MP3,00000345,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000345_95F05001SA0003_01___EXPORT.json'],Inter soir 19H00 du 03 janvier 1995,Inter soir 19h00,Radio France,19:00:00
6,InterSoir-1995-01-03-b,03/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000345_95F05001H1900SA0003_01___EXPORT.MP3'],MP3,00000345,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000345_95F05001H1900SA0003_01___EXPORT.json'],Inter soir 19H00 du 03 janvier 1995,Inter soir 19h00,Radio France,19:00:00
7,TelSonne-1995-01-03-a,03/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000346_95F05001SA0003_01___EXPORT.MP3""]",MP3,00000346,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000346_95F05001SA0003_01___EXPORT.json""]",LE POUVOIR RUSSE MINE PAR LA CRISE DU CAUCASE,Le telephone sonne,Radio France,19:20:00
8,InterSoir-1995-01-04-a,04/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000471_95F05001SA0004_01___EXPORT.MP3'],MP3,00000471,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000471_95F05001SA0004_01___EXPORT.json'],Inter soir 19H00 du 04 janvier 1995,Inter soir 19h00,Radio France,19:00:00
9,InterSoir-1995-01-04-b,04/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000471_95F05001H1900SA0004_01___EXPORT.MP3'],MP3,00000471,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000471_95F05001H1900SA0004_01___EXPORT.json'],Inter soir 19H00 du 04 janvier 1995,Inter soir 19h00,Radio France,19:00:00
10,InterSoir-1995-01-05-a,05/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000597_95F05001H1900SA0005_01___EXPORT.MP3'],MP3,00000597,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000597_95F05001H1900SA0005_01___EXPORT.json'],Inter soir 19H00 du 05 janvier 1995,Inter soir 19h00,Radio France,19:00:00
11,InterSoir-1995-01-05-b,05/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000597_95F05001SA0005_01___EXPORT.MP3'],MP3,00000597,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000597_95F05001SA0005_01___EXPORT.json'],Inter soir 19H00 du 05 janvier 1995,Inter soir 19h00,Radio France,19:00:00
12,TelSonne-1995-01-05-a,05/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000598_95F05001H1900SA0005_01_213722_1002002_EXPORT.MP3""]",MP3,00000598,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000598_95F05001H1900SA0005_01_213722_1002002_EXPORT.json""]",LE SOUTIEN SCOLAIRE AUX ELEVES EN DIFFICULTE,Le telephone sonne,Radio France,19:20:00
13,TelSonne-1995-01-05-b,05/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000598_95F05001SA0005_01___EXPORT.MP3""]",MP3,00000598,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000598_95F05001SA0005_01___EXPORT.json""]",LE SOUTIEN SCOLAIRE AUX ELEVES EN DIFFICULTE,Le telephone sonne,Radio France,19:20:00
14,InterSoir-1995-01-06-a,06/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000723_95F05001H1900SA0006_01___EXPORT.MP3'],MP3,00000723,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000723_95F05001H1900SA0006_01___EXPORT.json'],Inter soir 19H00 du 06 janvier 1995,Inter soir 19h00,Radio France,19:00:00
15,InterSoir-1995-01-06-b,06/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000723_95F05001SA0006_01___EXPORT.MP3'],MP3,00000723,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000723_95F05001SA0006_01___EXPORT.json'],Inter soir 19H00 du 06 janvier 1995,Inter soir 19h00,Radio France,19:00:00
16,TelSonne-1995-01-06-a,06/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000724_95F05001SA0006_01___EXPORT.MP3""]",MP3,00000724,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000724_95F05001SA0006_01___EXPORT.json""]",L'accueil des adultes polyhandicapes de naissance,Le telephone sonne,Radio France,19:20:00
17,TelSonne-1995-01-06-b,06/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000724_95F05001H1900SA0006_01___EXPORT.MP3""]",MP3,00000724,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00000724_95F05001H1900SA0006_01___EXPORT.json""]",L'accueil des adultes polyhandicapes de naissance,Le telephone sonne,Radio France,19:20:00
18,RueDE-1995-01-07-a,07/01/1995,['INA/Data/Les_banques_suisses/00000789_95F06001SA0001_01___EXPORT.MP3'],MP3,00000789,['INA/Data/Les_banques_suisses/00000789_95F06001SA0001_01___EXPORT.json'],Les produits phares de la croissance,Rue des entrepreneurs,Radio France,09:11:00
19,InterSoir-1995-01-07-a,07/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000824_95F05001SA0007_01___EXPORT.MP3'],MP3,00000824,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000824_95F05001SA0007_01___EXPORT.json'],Inter soir 19H00 du 07 janvier 1995,Inter soir 19h00,Radio France,19:00:00
20,InterSoir-1995-01-07-b,07/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000824_95F05001H1900SA0007_01_0_0_EXPORT.MP3'],MP3,00000824,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00000824_95F05001H1900SA0007_01_0_0_EXPORT.json'],Inter soir 19H00 du 07 janvier 1995,Inter soir 19h00,Radio France,19:00:00
21,EnjeuxInt-1995-01-02-a,02/01/1995,['INA/Data/Les_organisations_internationales/00000887_95C03305SA0001_01___EXPORT.MP3'],MP3,00000887,['INA/Data/Les_organisations_internationales/00000887_95C03305SA0001_01___EXPORT.json'],L'Algerie trois ans apres l'interruption du processus electoral,Les enjeux internationaux,Radio France,08:15:00
22,InterSoir-1995-01-08-a,08/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001624_95F05001SA0008_01___EXPORT.MP3'],MP3,00001624,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001624_95F05001SA0008_01___EXPORT.json'],Inter soir 19H00 du 08 janvier 1995,Inter soir 19h00,Radio France,19:00:00
23,InterSoir-1995-01-09-a,09/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001752_95F05001SA0009_01___EXPORT.MP3'],MP3,00001752,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001752_95F05001SA0009_01___EXPORT.json'],Inter soir 19H00 du 09 janvier 1995,Inter soir 19h00,Radio France,19:00:00
24,InterSoir-1995-01-09-b,09/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001752_95F05001H1900SA0009_01___EXPORT.MP3'],MP3,00001752,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001752_95F05001H1900SA0009_01___EXPORT.json'],Inter soir 19H00 du 09 janvier 1995,Inter soir 19h00,Radio France,19:00:00
25,InterSoir-1995-01-10-a,10/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001881_95F05001SA0010_01___EXPORT.MP3'],MP3,00001881,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001881_95F05001SA0010_01___EXPORT.json'],Inter soir 19H00 du 10 janvier 1995,Inter soir 19h00,Radio France,19:00:00
26,InterSoir-1995-01-10-b,10/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001881_95F05001H1900SA0010_01___EXPORT.MP3'],MP3,00001881,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00001881_95F05001H1900SA0010_01___EXPORT.json'],Inter soir 19H00 du 10 janvier 1995,Inter soir 19h00,Radio France,19:00:00
27,InterSoir-1995-01-11-a,11/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002008_95F05001H1900SA0011_01___EXPORT.MP3'],MP3,00002008,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002008_95F05001H1900SA0011_01___EXPORT.json'],Inter soir 19H00 du 11 janvier 1995,Inter soir 19h00,Radio France,19:00:00
28,InterSoir-1995-01-11-b,11/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002008_95F05001SA0011_01___EXPORT.MP3'],MP3,00002008,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002008_95F05001SA0011_01___EXPORT.json'],Inter soir 19H00 du 11 janvier 1995,Inter soir 19h00,Radio France,19:00:00
29,InterSoir-1995-01-12-a,12/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002135_95F05001SA0012_01___EXPORT.MP3'],MP3,00002135,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002135_95F05001SA0012_01___EXPORT.json'],Inter soir 19H00 du 12 janvier 1995,Inter soir 19h00,Radio France,19:00:00
30,InterSoir-1995-01-12-b,12/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002135_95F05001H1900SA0012_01___EXPORT.MP3'],MP3,00002135,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002135_95F05001H1900SA0012_01___EXPORT.json'],Inter soir 19H00 du 12 janvier 1995,Inter soir 19h00,Radio France,19:00:00
31,InterSoir-1995-01-13-a,13/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002262_95F05001H1900SA0013_01___EXPORT.MP3'],MP3,00002262,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002262_95F05001H1900SA0013_01___EXPORT.json'],Inter soir 19H00 du 13 janvier 1995,Inter soir 19h00,Radio France,19:00:00
32,InterSoir-1995-01-13-b,13/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002262_95F05001SA0013_01___EXPORT.MP3'],MP3,00002262,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002262_95F05001SA0013_01___EXPORT.json'],Inter soir 19H00 du 13 janvier 1995,Inter soir 19h00,Radio France,19:00:00
33,RueDE-1995-01-14-a,14/01/1995,['INA/Data/Les_banques_suisses/00002328_95F06001SA0002_01___EXPORT.MP3'],MP3,00002328,['INA/Data/Les_banques_suisses/00002328_95F06001SA0002_01___EXPORT.json'],Le multimedia va-t-il tuer Gutenberg ?,Rue des entrepreneurs,Radio France,09:11:00
34,InterSoir-1995-01-14-a,14/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002363_95F05001H1900SA0014_01___EXPORT.MP3'],MP3,00002363,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002363_95F05001H1900SA0014_01___EXPORT.json'],Inter soir 19H00 du 14 janvier 1995,Inter soir 19h00,Radio France,19:00:00
35,InterSoir-1995-01-14-b,14/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002363_95F05001SA0014_01___EXPORT.MP3'],MP3,00002363,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00002363_95F05001SA0014_01___EXPORT.json'],Inter soir 19H00 du 14 janvier 1995,Inter soir 19h00,Radio France,19:00:00
36,EnjeuxInt-1995-01-09-a,09/01/1995,['INA/Data/Les_organisations_internationales/00002426_95C03305SA0006_01___EXPORT.MP3'],MP3,00002426,['INA/Data/Les_organisations_internationales/00002426_95C03305SA0006_01___EXPORT.json'],Les enjeux internationaux du 09 janvier 1995,Les enjeux internationaux,Radio France,08:15:00
37,EnjeuxInt-1995-01-10-a,10/01/1995,['INA/Data/Les_organisations_internationales/00002472_95C03305SA0007_01___EXPORT.MP3'],MP3,00002472,['INA/Data/Les_organisations_internationales/00002472_95C03305SA0007_01___EXPORT.json'],Les enjeux internationaux du 10 janvier1995,Les enjeux internationaux,Radio France,08:15:00
38,EnjeuxInt-1995-01-11-a,11/01/1995,['INA/Data/Les_organisations_internationales/00002519_95C03305SA0008_01___EXPORT.MP3'],MP3,00002519,['INA/Data/Les_organisations_internationales/00002519_95C03305SA0008_01___EXPORT.json'],Les enjeux internationaux du 11 Janvier 1995,Les enjeux internationaux,Radio France,08:15:00
39,EnjeuxInt-1995-01-13-a,13/01/1995,['INA/Data/Les_organisations_internationales/00002614_95C03305SA0010_01___EXPORT.MP3'],MP3,00002614,['INA/Data/Les_organisations_internationales/00002614_95C03305SA0010_01___EXPORT.json'],Cinquantieme anniversaire de l'ONU,Les enjeux internationaux,Radio France,08:15:00
40,InterSoir-1995-01-15-a,15/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003177_95F05001H1900SA0015_01___EXPORT.MP3'],MP3,00003177,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003177_95F05001H1900SA0015_01___EXPORT.json'],Inter soir 19H00 du 15 janvier 1995,Inter soir 19h00,Radio France,19:00:00
41,InterSoir-1995-01-15-b,15/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003177_95F05001SA0015_01___EXPORT.MP3'],MP3,00003177,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003177_95F05001SA0015_01___EXPORT.json'],Inter soir 19H00 du 15 janvier 1995,Inter soir 19h00,Radio France,19:00:00
42,InterSoir-1995-01-16-a,16/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003305_95F05001SA0016_01___EXPORT.MP3'],MP3,00003305,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003305_95F05001SA0016_01___EXPORT.json'],Inter soir 19H00 du 16 janvier 1995,Inter soir 19h00,Radio France,19:00:00
43,InterSoir-1995-01-16-b,16/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003305_95F05001H1900SA0016_01___EXPORT.MP3'],MP3,00003305,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003305_95F05001H1900SA0016_01___EXPORT.json'],Inter soir 19H00 du 16 janvier 1995,Inter soir 19h00,Radio France,19:00:00
44,InterSoir-1995-01-17-a,17/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003434_95F05001SA0017_01___EXPORT.MP3'],MP3,00003434,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003434_95F05001SA0017_01___EXPORT.json'],Inter soir 19H00 du 17 janvier 1995,Inter soir 19h00,Radio France,19:00:00
45,InterSoir-1995-01-17-b,17/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003434_95F05001H1900SA0017_01___EXPORT.MP3'],MP3,00003434,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003434_95F05001H1900SA0017_01___EXPORT.json'],Inter soir 19H00 du 17 janvier 1995,Inter soir 19h00,Radio France,19:00:00
46,InterSoir-1995-01-18-a,18/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003561_95F05001H1900SA0018_01___EXPORT.MP3'],MP3,00003561,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003561_95F05001H1900SA0018_01___EXPORT.json'],Inter soir 19H00 du 18 janvier 1995,Inter soir 19h00,Radio France,19:00:00
47,InterSoir-1995-01-18-b,18/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003561_95F05001SA0018_01___EXPORT.MP3'],MP3,00003561,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003561_95F05001SA0018_01___EXPORT.json'],Inter soir 19H00 du 18 janvier 1995,Inter soir 19h00,Radio France,19:00:00
48,InterSoir-1995-01-19-a,19/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003689_95F05001H1900SA0019_01___EXPORT.MP3'],MP3,00003689,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003689_95F05001H1900SA0019_01___EXPORT.json'],Inter soir 19H00 du 19 janvier 1995,Inter soir 19h00,Radio France,19:00:00
49,InterSoir-1995-01-19-b,19/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003689_95F05001SA0019_01___EXPORT.MP3'],MP3,00003689,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003689_95F05001SA0019_01___EXPORT.json'],Inter soir 19H00 du 19 janvier 1995,Inter soir 19h00,Radio France,19:00:00
50,InterSoir-1995-01-20-a,20/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003816_95F05001SA0020_01___EXPORT.MP3'],MP3,00003816,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003816_95F05001SA0020_01___EXPORT.json'],Inter soir 19H00 du 20 janvier 1995,Inter soir 19h00,Radio France,19:00:00
51,InterSoir-1995-01-20-b,20/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003816_95F05001H1900SA0020_01___EXPORT.MP3'],MP3,00003816,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003816_95F05001H1900SA0020_01___EXPORT.json'],Inter soir 19H00 du 20 janvier 1995,Inter soir 19h00,Radio France,19:00:00
52,RueDE-1995-01-21-a,21/01/1995,['INA/Data/Les_banques_suisses/00003882_95F06001SA0003_01___EXPORT.MP3'],MP3,00003882,['INA/Data/Les_banques_suisses/00003882_95F06001SA0003_01___EXPORT.json'],Preparer sa retraite,Rue des entrepreneurs,Radio France,09:11:00
53,InterSoir-1995-01-21-a,21/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003918_95F05001SA0021_01___EXPORT.MP3'],MP3,00003918,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003918_95F05001SA0021_01___EXPORT.json'],Inter soir 19H00 du 21 janvier 1995,Inter soir 19h00,Radio France,19:00:00
54,InterSoir-1995-01-21-b,21/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003918_95F05001H1900SA0021_01___EXPORT.MP3'],MP3,00003918,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00003918_95F05001H1900SA0021_01___EXPORT.json'],Inter soir 19H00 du 21 janvier 1995,Inter soir 19h00,Radio France,19:00:00
55,EnjeuxInt-1995-01-17-a,17/01/1995,['INA/Data/Les_organisations_internationales/00004027_95C03305SA0012_01___EXPORT.MP3'],MP3,00004027,['INA/Data/Les_organisations_internationales/00004027_95C03305SA0012_01___EXPORT.json'],Les enjeux internationaux du 17 janvier 1995,Les enjeux internationaux,Radio France,08:15:00
56,EnjeuxInt-1995-01-20-a,20/01/1995,['INA/Data/Les_organisations_internationales/00004167_95C03305SA0015_01___EXPORT.MP3'],MP3,00004167,['INA/Data/Les_organisations_internationales/00004167_95C03305SA0015_01___EXPORT.json'],Les enjeux internationaux du 20 janvier 1995,Les enjeux internationaux,Radio France,08:15:00
57,InterSoir-1995-01-22-a,22/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004727_95F05001SA0022_01___EXPORT.MP3'],MP3,00004727,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004727_95F05001SA0022_01___EXPORT.json'],Inter soir 19H00 du 22 janvier1995,Inter soir 19h00,Radio France,19:00:01
58,InterSoir-1995-01-22-b,22/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004727_95F05001H1900SA0022_01_0_0_EXPORT.MP3'],MP3,00004727,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004727_95F05001H1900SA0022_01_0_0_EXPORT.json'],Inter soir 19H00 du 22 janvier1995,Inter soir 19h00,Radio France,19:00:01
59,InterSoir-1995-01-23-a,23/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004855_95F05001H1900SA0023_01___EXPORT.MP3'],MP3,00004855,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004855_95F05001H1900SA0023_01___EXPORT.json'],Inter soir 19H00 du 23 janvier 1995,Inter soir 19h00,Radio France,19:00:00
60,InterSoir-1995-01-23-b,23/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004855_95F05001SA0023_01___EXPORT.MP3'],MP3,00004855,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004855_95F05001SA0023_01___EXPORT.json'],Inter soir 19H00 du 23 janvier 1995,Inter soir 19h00,Radio France,19:00:00
61,TelSonne-1995-01-23-a,23/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00004856_95F05001SA0023_01___EXPORT.MP3""]",MP3,00004856,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00004856_95F05001SA0023_01___EXPORT.json""]",La securite des enfants en voiture,Le telephone sonne,Radio France,19:20:00
62,TelSonne-1995-01-23-b,23/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00004856_95F05001H1900SA0023_01___EXPORT.MP3""]",MP3,00004856,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00004856_95F05001H1900SA0023_01___EXPORT.json""]",La securite des enfants en voiture,Le telephone sonne,Radio France,19:20:00
63,InterSoir-1995-01-24-a,24/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004984_95F05001SA0024_01___EXPORT.MP3'],MP3,00004984,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004984_95F05001SA0024_01___EXPORT.json'],Inter soir 19H00 du 24 janvier 1995,Inter soir 19h00,Radio France,19:00:00
64,InterSoir-1995-01-24-b,24/01/1995,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004984_95F05001H1900SA0024_01___EXPORT.MP3'],MP3,00004984,['INA/Data/Journal_parle/15-_Inter_soir_ou_Inter_actualites_1990-_fin_juillet1997/00004984_95F05001H1900SA0024_01___EXPORT.json'],Inter soir 19H00 du 24 janvier 1995,Inter soir 19h00,Radio France,19:00:00
65,TelSonne-1995-01-24-a,24/01/1995,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00004985_95F05001SA0024_01___EXPORT.MP3""]",MP3,00004985,"[""INA/Data/Magazines_d'information/Le_telephone_sonne/00004985_95F05001SA0024_01___EXPORT.json""]",Populations en danger,Le telephone sonne,Radio France,19:20:00
