,coords,page_no,token,type
0,"[519, 2566, 592, 2585]",3,Bourse,word
1,"[601, 2566, 622, 2585]",3,de,word
2,"[633, 2566, 733, 2585]",3,Lausanne,word
3,"[749, 2566, 769, 2585]",3,du,word
4,"[781, 2566, 791, 2585]",3,5,word
5,"[799, 2566, 834, 2585]",3,janv,word
6,"[835, 2566, 839, 2585]",3,.,word
7,"[750, 2592, 763, 2609]",3,D,word
8,"[761, 2592, 770, 2609]",3,«,word
9,"[768, 2592, 782, 2609]",3,m,word
10,"[780, 2592, 789, 2609]",3,*,word
11,"[787, 2592, 803, 2609]",3,nd,word
12,"[487, 2608, 496, 2625]",3,3,word
13,"[503, 2608, 512, 2625]",3,o,word
14,"[512, 2608, 517, 2625]",3,/,word
15,"[517, 2608, 526, 2625]",3,o,word
16,"[563, 2608, 625, 2625]",3,Vaudols,word
17,"[766, 2608, 783, 2625]",3,93,word
18,"[787, 2608, 804, 2625]",3,50,word
19,"[488, 2622, 497, 2640]",3,3,word
20,"[503, 2622, 512, 2640]",3,1,word
21,"[511, 2622, 516, 2640]",3,/,word
22,"[515, 2622, 524, 2640]",3,2,word
23,"[532, 2622, 541, 2640]",3,0,word
24,"[540, 2622, 545, 2640]",3,/,word
25,"[545, 2622, 554, 2640]",3,0,word
26,"[561, 2622, 635, 2640]",3,Lausanne,word
27,"[766, 2622, 783, 2640]",3,92,word
28,"[798, 2622, 804, 2640]",3,-,word
29,"[488, 2637, 497, 2654]",3,3,word
30,"[504, 2637, 513, 2654]",3,1,word
31,"[511, 2637, 516, 2654]",3,/,word
32,"[515, 2637, 524, 2654]",3,2,word
33,"[529, 2637, 538, 2654]",3,0,word
34,"[538, 2637, 543, 2654]",3,/,word
35,"[543, 2637, 552, 2654]",3,0,word
36,"[559, 2637, 606, 2654]",3,Caisse,word
37,"[611, 2637, 664, 2654]",3,hypoth,word
38,"[665, 2637, 669, 2654]",3,.,word
39,"[677, 2637, 746, 2654]",3,vaudoise,word
40,"[488, 2652, 497, 2669]",3,4,word
41,"[503, 2652, 512, 2669]",3,1,word
42,"[511, 2652, 516, 2669]",3,/,word
43,"[515, 2652, 524, 2669]",3,2,word
44,"[531, 2652, 540, 2669]",3,0,word
45,"[540, 2652, 545, 2669]",3,/,word
46,"[545, 2652, 554, 2669]",3,0,word
47,"[560, 2652, 592, 2669]",3,Jura,word
48,"[592, 2652, 598, 2669]",3,-,word
49,"[598, 2652, 662, 2669]",3,Simplon,word
50,"[681, 2652, 697, 2669]",3,.,word
51,"[697, 2652, 713, 2669]",3,.,word
52,"[713, 2652, 718, 2669]",3,.,word
53,"[729, 2652, 734, 2669]",3,.,word
54,"[759, 2652, 783, 2669]",3,480,word
55,"[787, 2652, 802, 2669]",3,—,word
56,"[488, 2667, 497, 2684]",3,4,word
57,"[503, 2667, 512, 2684]",3,0,word
58,"[512, 2667, 517, 2684]",3,/,word
59,"[516, 2667, 525, 2684]",3,0,word
60,"[533, 2667, 573, 2684]",3,Glion,word
61,"[573, 2667, 579, 2684]",3,-,word
