,coords,page_no,token,type
0,"[151, 1363, 257, 1389]",3,NOUVELLES,word
1,"[271, 1363, 314, 1389]",3,DES,word
2,"[320, 1363, 405, 1389]",3,GANTONS,word
3,"[113, 1413, 173, 1430]",3,BERNE,word
4,"[173, 1413, 178, 1430]",3,.,word
5,"[186, 1413, 204, 1430]",3,—,word
6,"[212, 1413, 245, 1430]",3,Hier,word
7,"[253, 1413, 297, 1430]",3,matin,word
8,"[297, 1413, 302, 1430]",3,",",word
9,"[310, 1413, 318, 1430]",3,à,word
10,"[325, 1413, 398, 1430]",3,Delémont,word
11,"[399, 1413, 403, 1430]",3,",",word
12,"[411, 1413, 429, 1430]",3,un,word
13,"[436, 1413, 456, 1430]",3,mi,word
14,"[457, 1413, 462, 1430]",3,-,word
15,"[94, 1432, 127, 1450]",3,neur,word
16,"[135, 1432, 219, 1450]",3,descendant,word
17,"[227, 1432, 261, 1450]",3,dans,word
18,"[266, 1432, 285, 1450]",3,un,word
19,"[294, 1432, 330, 1450]",3,puits,word
20,"[338, 1432, 355, 1450]",3,de,word
21,"[362, 1432, 421, 1450]",3,minerai,word
22,"[430, 1432, 455, 1450]",3,pro,word
23,"[456, 1432, 462, 1450]",3,-,word
24,"[93, 1452, 124, 1469]",3,fond,word
25,"[132, 1452, 142, 1469]",3,d,word
26,"[142, 1452, 145, 1469]",3,',word
27,"[145, 1452, 172, 1469]",3,une,word
28,"[181, 1452, 244, 1469]",3,centaine,word
29,"[254, 1452, 271, 1469]",3,de,word
30,"[283, 1452, 335, 1469]",3,mètres,word
31,"[336, 1452, 340, 1469]",3,",",word
32,"[353, 1452, 361, 1469]",3,a,word
33,"[371, 1452, 403, 1469]",3,reçu,word
34,"[417, 1452, 440, 1469]",3,sur,word
35,"[449, 1452, 461, 1469]",3,la,word
36,"[92, 1471, 119, 1488]",3,tête,word
37,"[126, 1471, 153, 1488]",3,une,word
38,"[160, 1471, 209, 1488]",3,poutre,word
39,"[217, 1471, 281, 1488]",3,détachée,word
40,"[289, 1471, 299, 1488]",3,d,word
41,"[299, 1471, 302, 1488]",3,',word
42,"[302, 1471, 329, 1488]",3,une,word
43,"[338, 1471, 378, 1488]",3,paroi,word
44,"[379, 1471, 384, 1488]",3,.,word
45,"[390, 1471, 409, 1488]",3,Le,word
46,"[420, 1471, 462, 1488]",3,crâne,word
47,"[93, 1490, 152, 1507]",3,fracturé,word
48,"[152, 1490, 157, 1507]",3,",",word
49,"[167, 1490, 176, 1507]",3,il,word
