,coords,page_no,token,type
0,"[64, 2551, 184, 2579]",4,Observations,word
1,"[198, 2551, 350, 2579]",4,météorologiques,word
2,"[48, 2580, 68, 2597]",4,De,word
3,"[79, 2580, 95, 2597]",4,la,word
4,"[99, 2580, 151, 2597]",4,station,word
5,"[165, 2580, 227, 2597]",4,centrale,word
6,"[239, 2580, 248, 2597]",4,d,word
7,"[248, 2580, 252, 2597]",4,',word
8,"[252, 2580, 296, 2597]",4,essais,word
9,"[309, 2580, 373, 2597]",4,vitieoles,word
10,"[26, 2595, 44, 2612]",4,du,word
11,"[56, 2595, 107, 2612]",4,Champ,word
12,"[107, 2595, 113, 2612]",4,-,word
13,"[113, 2595, 130, 2612]",4,de,word
14,"[130, 2595, 136, 2612]",4,-,word
15,"[136, 2595, 141, 2612]",4,l,word
16,"[141, 2595, 145, 2612]",4,',word
17,"[145, 2595, 167, 2612]",4,Air,word
18,"[188, 2595, 195, 2612]",4,:,word
19,"[199, 2595, 220, 2612]",4,Kl,word
20,"[246, 2595, 257, 2612]",4,1,word
21,"[255, 2595, 261, 2612]",4,/,word
22,"[260, 2595, 271, 2612]",4,8,word
23,"[278, 2595, 289, 2612]",4,n,word
24,"[290, 2595, 296, 2612]",4,.,word
25,"[300, 2595, 315, 2612]",4,m,word
26,"[315, 2595, 322, 2612]",4,.,word
27,"[322, 2595, 328, 2612]",4,",",word
28,"[328, 2595, 339, 2612]",4,1,word
29,"[339, 2595, 344, 2612]",4,/,word
30,"[346, 2595, 351, 2612]",4,î,word
31,"[360, 2595, 371, 2612]",4,h,word
32,"[371, 2595, 376, 2612]",4,.,word
33,"[383, 2595, 400, 2612]",4,et,word
34,"[25, 2610, 34, 2627]",4,6,word
35,"[41, 2610, 50, 2627]",4,1,word
36,"[48, 2610, 53, 2627]",4,/,word
37,"[52, 2610, 61, 2627]",4,2,word
38,"[67, 2610, 75, 2627]",4,h,word
39,"[76, 2610, 81, 2627]",4,.,word
40,"[88, 2610, 97, 2627]",4,s,word
41,"[97, 2610, 102, 2627]",4,.,word
42,"[103, 2610, 108, 2627]",4,.,word
43,"[112, 2610, 127, 2627]",4,—,word
44,"[132, 2610, 155, 2627]",4,Alt,word
45,"[156, 2610, 160, 2627]",4,.,word
46,"[167, 2610, 173, 2627]",4,:,word
47,"[178, 2610, 205, 2627]",4,555,word
48,"[204, 2610, 210, 2627]",4,-,word
49,"[215, 2610, 221, 2627]",4,;,word
50,"[227, 2610, 266, 2627]",4,Long,word
51,"[266, 2610, 271, 2627]",4,.,word
52,"[278, 2610, 284, 2627]",4,;,word
53,"[290, 2610, 299, 2627]",4,6,word
54,"[298, 2610, 307, 2627]",4,»,word
55,"[306, 2610, 323, 2627]",4,38,word
56,"[322, 2610, 325, 2627]",4,',word
57,"[324, 2610, 333, 2627]",4,6,word
58,"[332, 2610, 339, 2627]",4,"""",word
59,"[344, 2610, 350, 2627]",4,;,word
60,"[359, 2610, 389, 2627]",4,Lat,word
61,"[389, 2610, 395, 2627]",4,.,word
62,"[25, 2625, 42, 2642]",4,46,word
63,"[42, 2625, 45, 2642]",4,',word
64,"[45, 2625, 63, 2642]",4,31,word
65,"[63, 2625, 67, 2642]",4,\,word
66,"[75, 2625, 90, 2642]",4,—,word
67,"[96, 2625, 148, 2642]",4,Barons,word
68,"[148, 2625, 152, 2642]",4,.,word
