,coords,page_no,token,type
0,"[1014, 2529, 1064, 2547]",4,sffîu,word
1,"[835, 2560, 955, 2606]",4,GAZETTE,word
2,"[972, 2560, 1019, 2606]",4,DE,word
3,"[1043, 2560, 1190, 2606]",4,LAUSANNE,word
4,"[882, 2609, 940, 2637]",4,Journal,word
5,"[949, 2609, 1013, 2637]",4,nolffinne,word
6,"[1021, 2609, 1036, 2637]",4,et,word
7,"[1046, 2609, 1116, 2637]",4,littéraire,word
8,"[1115, 2609, 1120, 2637]",4,",",word
9,"[832, 2647, 851, 2664]",4,La,word
10,"[863, 2647, 964, 2664]",4,GAZETTE,word
11,"[982, 2647, 1012, 2664]",4,DE,word
12,"[1022, 2647, 1031, 2664]",4,I,word
13,"[1031, 2647, 1039, 2664]",4,.,word
14,"[1039, 2647, 1054, 2664]",4,A,word
15,"[1056, 2647, 1064, 2664]",4,Ï,word
16,"[1068, 2647, 1141, 2664]",4,SAIVIVE,word
17,"[1141, 2647, 1146, 2664]",4,.,word
18,"[1159, 2647, 1186, 2664]",4,très,word
19,"[816, 2661, 889, 2678]",4,répandue,word
20,"[898, 2661, 918, 2678]",4,en,word
21,"[922, 2661, 969, 2678]",4,Suisse,word
22,"[976, 2661, 992, 2678]",4,et,word
23,"[996, 2661, 1006, 2678]",4,k,word
24,"[1012, 2661, 1018, 2678]",4,l,word
25,"[1018, 2661, 1022, 2678]",4,',word
26,"[1022, 2661, 1086, 2678]",4,étranger,word
27,"[1087, 2661, 1091, 2678]",4,",",word
28,"[1100, 2661, 1133, 2678]",4,offre,word
29,"[1146, 2661, 1155, 2678]",4,à,word
30,"[1160, 2661, 1186, 2678]",4,ses,word
31,"[817, 2676, 877, 2693]",4,lecteurs,word
32,"[883, 2676, 908, 2693]",4,des,word
33,"[914, 2676, 1036, 2693]",4,renseignements,word
34,"[1044, 2676, 1113, 2693]",4,complets,word
35,"[1114, 2676, 1118, 2693]",4,",",word
36,"[1125, 2676, 1152, 2693]",4,soit,word
37,"[1158, 2676, 1185, 2693]",4,sur,word
38,"[816, 2690, 837, 2707]",4,les,word
39,"[844, 2690, 898, 2707]",4,affaires,word
40,"[911, 2690, 933, 2707]",4,du,word
41,"[941, 2690, 976, 2707]",4,pays,word
42,"[976, 2690, 981, 2707]",4,",",word
43,"[989, 2690, 1007, 2707]",4,qu,word
44,"[1007, 2690, 1011, 2707]",4,',word
45,"[1011, 2690, 1037, 2707]",4,elle,word
46,"[1047, 2690, 1075, 2707]",4,suit,word
47,"[1085, 2690, 1120, 2707]",4,avec,word
48,"[1131, 2690, 1161, 2707]",4,soin,word
49,"[1171, 2690, 1177, 2707]",4,t,word
50,"[816, 2704, 871, 2722]",4,discute,word
51,"[877, 2704, 912, 2722]",4,avec,word
52,"[919, 2704, 947, 2722]",4,une,word
53,"[952, 2704, 1005, 2722]",4,entière,word
54,"[1010, 2704, 1116, 2722]",4,Indépendance,word
55,"[1117, 2704, 1121, 2722]",4,",",word
56,"[1128, 2704, 1154, 2722]",4,soit,word
57,"[1163, 2704, 1186, 2722]",4,sur,word
58,"[816, 2719, 830, 2736]",4,la,word
59,"[838, 2719, 905, 2736]",4,politique,word
60,"[912, 2719, 986, 2736]",4,étrangère,word
61,"[987, 2719, 991, 2736]",4,.,word
62,"[998, 2719, 1027, 2736]",4,Elle,word
63,"[1034, 2719, 1093, 2736]",4,possède,word
64,"[1100, 2719, 1124, 2736]",4,des,word
65,"[1134, 2719, 1180, 2736]",4,corres,word
66,"[1181, 2719, 1187, 2736]",4,-,word
67,"[817, 2733, 887, 2750]",4,pondants,word
68,"[897, 2733, 932, 2750]",4,dans,word
69,"[939, 2733, 960, 2750]",4,les,word
70,"[971, 2733, 1055, 2750]",4,principales,word
71,"[1067, 2733, 1108, 2750]",4,villes,word
72,"[1120, 2733, 1129, 2750]",4,d,word
73,"[1129, 2733, 1133, 2750]",4,',word
74,"[1133, 2733, 1186, 2750]",4,Europe,word
75,"[816, 2748, 830, 2765]",4,et,word
76,"[837, 2748, 847, 2765]",4,a,word
77,"[853, 2748, 888, 2765]",4,pour,word
78,"[896, 2748, 1005, 2765]",4,collaborateurs,word
79,"[1013, 2748, 1033, 2765]",4,les,word
80,"[1038, 2748, 1110, 2765]",4,meilleurs,word
81,"[1116, 2748, 1179, 2765]",4,écrivain,word
