,coords,page_no,token,type
0,"[500, 1271, 558, 1290]",3,Bulletin,word
1,"[565, 1271, 680, 1290]",3,météorologique,word
2,"[691, 1271, 709, 1290]",3,du,word
3,"[717, 1271, 727, 1290]",3,1,word
4,"[744, 1271, 778, 1290]",3,janv,word
5,"[778, 1271, 783, 1290]",3,.,word
6,"[792, 1271, 801, 1290]",3,7,word
7,"[807, 1271, 817, 1290]",3,h,word
8,"[816, 1271, 821, 1290]",3,.,word
9,"[827, 1271, 870, 1290]",3,matin,word
10,"[626, 1309, 633, 1328]",3,(,word
11,"[633, 1309, 669, 1328]",3,Jura,word
12,"[669, 1309, 676, 1328]",3,-,word
13,"[676, 1309, 741, 1328]",3,Simplon,word
14,"[741, 1309, 747, 1328]",3,),word
15,"[747, 1309, 752, 1328]",3,.,word
16,"[500, 1353, 509, 1379]",3,!,word
17,"[512, 1353, 523, 1379]",3,s,word
18,"[499, 1376, 507, 1389]",3,-,word
19,"[516, 1376, 521, 1389]",3,s,word
20,"[499, 1387, 506, 1401]",3,«,word
21,"[516, 1387, 526, 1401]",3,E,word
22,"[506, 1422, 530, 1440]",3,450,word
23,"[505, 1440, 530, 1457]",3,389,word
24,"[499, 1456, 529, 1473]",3,1000,word
25,"[499, 1470, 529, 1488]",3,1100,word
26,"[505, 1485, 529, 1502]",3,470,word
27,"[499, 1500, 530, 1517]",3,1550,word
28,"[499, 1515, 530, 1532]",3,1609,word
29,"[505, 1529, 529, 1547]",3,772,word
30,"[505, 1544, 530, 1562]",3,543,word
31,"[505, 1559, 529, 1576]",3,566,word
32,"[505, 1574, 529, 1591]",3,806,word
33,"[505, 1589, 529, 1607]",3,598,word
34,"[505, 1605, 529, 1622]",3,438,word
35,"[499, 1619, 529, 1636]",3,1067,word
36,"[505, 1634, 529, 1651]",3,482,word
37,"[506, 1648, 529, 1666]",3,900,word
38,"[505, 1663, 529, 1681]",3,394,word
39,"[577, 1373, 651, 1390]",3,STATIONS,word
40,"[541, 1423, 614, 1440]",3,Lausanne,word
41,"[542, 1440, 588, 1457]",3,Vevey,word
42,"[541, 1456, 595, 1473]",3,Avants,word
43,"[608, 1456, 615, 1473]",3,s,word
44,"[615, 1456, 621, 1473]",3,/,word
45,"[621, 1456, 694, 1473]",3,Montreux,word
46,"[541, 1470, 579, 1488]",3,Caux,word
47,"[587, 1470, 610, 1488]",3,sur,word
48,"[621, 1470, 694, 1488]",3,Montreux,word
49,"[541, 1485, 610, 1502]",3,Martigny,word
50,"[541, 1500, 585, 1517]",3,Sierre,word
51,"[585, 1500, 592, 1517]",3,-,word
52,"[592, 1500, 657, 1517]",3,Montana,word
53,"[541, 1515, 601, 1532]",3,Zermatt,word
54,"[540, 1529, 580, 1547]",3,Bulle,word
55,"[540, 1544, 584, 1562]",3,Berne,word
56,"[540, 1559, 620, 1576]",3,Interlaken,word
57,"[541, 1574, 655, 1591]",3,Lauterbrunnen,word
58,"[541, 1589, 617, 1607]",3,Meiringen,word
59,"[540, 1605, 602, 1622]",3,Lucerne,word
60,"[540, 1619, 586, 1636]",3,Sainte,word
61,"[586, 1619, 592, 1636]",3,-,word
62,"[592, 1619, 633, 1636]",3,Croix,word
63,"[540, 1634, 616, 1651]",3,Neuchâtel,word
64,"[540, 1648, 599, 1666]",3,Macolin,word
65,"[599, 1648, 605, 1666]",3,-,word
66,"[605, 1648, 656, 1666]",3,Bienne,word
67,"[540, 1663, 596, 1681]",3,Genève,word
68,"[706, 1375, 728, 1397]",3,11,word
69,"[703, 1387, 709, 1404]",3,-,word
70,"[713, 1387, 723, 1404]",3,S,word
71,"[723, 1423, 732, 1441]",3,6,word
72,"[723, 1440, 732, 1457]",3,g,word
73,"[723, 1456, 732, 1473]",3,7,word
74,"[718, 1470, 733, 1488]",3,10,word
75,"[723, 1500, 732, 1517]",3,6,word
76,"[723, 1515, 732, 1532]",3,3,word
77,"[723, 1529, 732, 1547]",3,3,word
78,"[723, 1544, 732, 1562]",3,4,word
79,"[723, 1559, 732, 1576]",3,6,word
80,"[723, 1589, 732, 1607]",3,9,word
81,"[722, 1605, 731, 1622]",3,2,word
82,"[723, 1619, 732, 1636]",3,8,word
83,"[722, 1634, 731, 1651]",3,5,word
84,"[722, 1648, 731, 1666]",3,3,word
85,"[744, 1373, 794, 1390]",3,TEMPS,word
86,"[802, 1373, 822, 1390]",3,ET,word
87,"[829, 1373, 871, 1390]",3,VENT,word
88,"[738, 1423, 776, 1440]",3,Pluie,word
89,"[738, 1440, 797, 1457]",3,Couvert,word
90,"[760, 1456, 769, 1473]",3,»,word
91,"[760, 1470, 769, 1488]",3,»,word
92,"[738, 1500, 798, 1517]",3,Couvert,word
93,"[760, 1515, 769, 1532]",3,»,word
94,"[760, 1529, 769, 1547]",3,»,word
95,"[760, 1544, 769, 1562]",3,»,word
96,"[738, 1559, 795, 1576]",3,Couvert,word
97,"[795, 1559, 799, 1576]",3,",",word
98,"[737, 1589, 748, 1607]",3,T,word
99,"[748, 1589, 752, 1607]",3,.,word
100,"[752, 1589, 786, 1607]",3,beau,word
101,"[737, 1605, 797, 1622]",3,Couvert,word
102,"[736, 1619, 775, 1636]",3,Pluie,word
103,"[796, 1619, 805, 1636]",3,v,word
104,"[806, 1619, 810, 1636]",3,.,word
105,"[759, 1634, 768, 1651]",3,»,word
106,"[737, 1648, 796, 1666]",3,Couvert,word
107,"[826, 1423, 870, 1440]",3,calme,word
108,"[842, 1440, 851, 1457]",3,»,word
109,"[841, 1456, 850, 1473]",3,»,word
110,"[841, 1470, 850, 1488]",3,»,word
111,"[826, 1500, 870, 1517]",3,calme,word
112,"[832, 1515, 868, 1532]",3,fœhn,word
113,"[825, 1529, 870, 1547]",3,calme,word
114,"[842, 1544, 851, 1562]",3,»,word
115,"[825, 1559, 870, 1576]",3,calme,word
116,"[825, 1589, 870, 1607]",3,calme,word
117,"[841, 1605, 850, 1622]",3,»,word
118,"[816, 1619, 826, 1636]",3,d,word
119,"[826, 1619, 829, 1636]",3,',word
120,"[829, 1619, 869, 1636]",3,ouest,word
121,"[826, 1634, 870, 1651]",3,calme,word
122,"[840, 1648, 849, 1666]",3,»,word
0,"[488, 1260, 880, 1686]",3,,region
