,coords,page_no,token,type
0,"[1380, 2033, 1442, 2053]",2,France,word
1,"[1444, 2033, 1449, 2053]",2,.,word
2,"[1248, 2056, 1268, 2075]",2,Le,word
3,"[1273, 2056, 1324, 2075]",2,second,word
4,"[1331, 2056, 1363, 2075]",2,tour,word
5,"[1370, 2056, 1447, 2075]",2,descrutin,word
6,"[1456, 2056, 1492, 2075]",2,dans,word
7,"[1504, 2056, 1519, 2075]",2,la,word
8,"[1531, 2056, 1601, 2075]",2,première,word
9,"[1230, 2075, 1346, 2094]",2,circonscription,word
10,"[1361, 2075, 1383, 2094]",2,do,word
11,"[1391, 2075, 1457, 2094]",2,Tonrnon,word
12,"[1473, 2075, 1479, 2094]",2,(,word
13,"[1479, 2075, 1543, 2094]",2,Ardèche,word
14,"[1542, 2075, 1549, 2094]",2,),word
15,"[1566, 2075, 1601, 2094]",2,pour,word
16,"[1231, 2094, 1284, 2113]",2,donner,word
17,"[1291, 2094, 1311, 2113]",2,un,word
18,"[1319, 2094, 1401, 2113]",2,successeur,word
19,"[1409, 2094, 1420, 2113]",2,à,word
20,"[1424, 2094, 1441, 2113]",2,M,word
21,"[1440, 2094, 1445, 2113]",2,.,word
22,"[1451, 2094, 1502, 2113]",2,Sauzet,word
23,"[1501, 2094, 1506, 2113]",2,",",word
24,"[1514, 2094, 1557, 2113]",2,déput,word
25,"[1556, 2094, 1565, 2113]",2,é,word
26,"[1571, 2094, 1595, 2113]",2,mé,word
27,"[1594, 2094, 1601, 2113]",2,-,word
28,"[1230, 2112, 1278, 2131]",2,liniste,word
29,"[1285, 2112, 1339, 2131]",2,soumis,word
30,"[1346, 2112, 1357, 2131]",2,à,word
31,"[1361, 2112, 1437, 2131]",2,réélection,word
32,"[1437, 2112, 1441, 2131]",2,",",word
33,"[1449, 2112, 1460, 2131]",2,a,word
34,"[1464, 2112, 1485, 2131]",2,eu,word
35,"[1492, 2112, 1520, 2131]",2,lieu,word
36,"[1532, 2112, 1606, 2131]",2,dimanche,word
37,"[1230, 2131, 1250, 2150]",2,31,word
38,"[1257, 2131, 1331, 2150]",2,décembre,word
39,"[1331, 2131, 1336, 2150]",2,.,word
40,"[1341, 2131, 1368, 2150]",2,Les,word
41,"[1372, 2131, 1405, 2150]",2,voix,word
42,"[1409, 2131, 1487, 2150]",2,mélinistes,word
43,"[1494, 2131, 1509, 2150]",2,se,word
44,"[1515, 2131, 1547, 2150]",2,sont,word
45,"[1551, 2131, 1569, 2150]",2,en,word
46,"[1573, 2131, 1597, 2150]",2,ma,word
47,"[1596, 2131, 1603, 2150]",2,-,word
48,"[1227, 2150, 1261, 2169]",2,jorit,word
49,"[1261, 2150, 1270, 2169]",2,é,word
50,"[1275, 2150, 1329, 2169]",2,portées,word
51,"[1333, 2150, 1357, 2169]",2,sur,word
52,"[1362, 2150, 1375, 2169]",2,M,word
53,"[1374, 2150, 1378, 2169]",2,.,word
54,"[1385, 2150, 1403, 2169]",2,de,word
55,"[1407, 2150, 1469, 2169]",2,Gaillard,word
56,"[1469, 2150, 1475, 2169]",2,-,word
57,"[1475, 2150, 1528, 2169]",2,Bancel,word
58,"[1527, 2150, 1532, 2169]",2,",",word
59,"[1536, 2150, 1601, 2169]",2,candidat,word
60,"[1229, 2168, 1247, 2187]",2,de,word
61,"[1254, 2168, 1270, 2187]",2,la,word
62,"[1274, 2168, 1319, 2187]",2,droite,word
63,"[1326, 2168, 1391, 2187]",2,cléricale,word
64,"[1391, 2168, 1396, 2187]",2,",",word
65,"[1404, 2168, 1433, 2187]",2,qui,word
