Type de notice	Titre propre-Titre collection-date de diffusion-Chaine de diffusion-Heure de diffusion-Notice-Date de diffusion	Identifiant notice	Fichier source	Nom du fichier	TC IN	TC OUT	Format	Répertoire	Chemin
EMISSION RAD.	Titre: L'Automobile en Europe - Titre collection:C'est en France  c'est en Europe - Date:06/10/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00172961 06/10/1996	172961	96F04705SA0005_01.MP3	00172961_96F04705SA0005_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Le dimanche des Europeens - Titre collection:C'est en France  c'est en Europe - Date:08/09/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00165368 08/09/1996	165368	96F04705SA0001_01.MP3	00165368_96F04705SA0001_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Enseignement  education  chomage et emploi - Titre collection:C'est en France  c'est en Europe - Date:15/09/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00167288 15/09/1996	167288	96F04705SA0002_01.MP3	00167288_96F04705SA0002_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Le service militaire - Titre collection:C'est en France  c'est en Europe - Date:22/09/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00169364 22/09/1996	169364	96F04705SA0003_01.MP3	00169364_96F04705SA0003_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'amour en Europe - Titre collection:C'est en France  c'est en Europe - Date:29/09/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00171017 29/09/1996	171017	96F04705SA0004_01.MP3	00171017_96F04705SA0004_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Espagne au sein de l'Union Europeenne - Titre collection:C'est en France  c'est en Europe - Date:13/10/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00175455 13/10/1996	175455	96F04705SA0006_01.MP3	00175455_96F04705SA0006_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: La monnaie unique - Titre collection:C'est en France  c'est en Europe - Date:27/10/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00179637 27/10/1996	179637	96F04705SA0008_01.MP3	00179637_96F04705SA0008_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Les pays de l'Union Europeenne face a l'emigration - Titre collection:C'est en France  c'est en Europe - Date:20/10/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00177555 20/10/1996	177555	96F04705SA0007_01.MP3	00177555_96F04705SA0007_01_0_552801_EXPORT.MP3	00:00:00:00	00:55:28:01	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Pourquoi l'Europe  geant economique est toujours un nain politique ? - Titre collection:C'est en France  c'est en Europe - Date:03/11/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00181541 03/11/1996	181541	96F04705SA0009_01.MP3	00181541_96F04705SA0009_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Les Medicaments - Titre collection:C'est en France  c'est en Europe - Date:10/11/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00183326 10/11/1996	183326	96F04705SA0010_01.MP3	00183326_96F04705SA0010_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Europe  a la recherche des Dieux - Titre collection:C'est en France  c'est en Europe - Date:17/11/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00185517 17/11/1996	185517	96F04705SA0011_01.MP3	00185517_96F04705SA0011_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: La mode - Titre collection:C'est en France  c'est en Europe - Date:24/11/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00187976 24/11/1996	187976	96F04705SA0012_01.MP3	00187976_96F04705SA0012_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: La condition feminine - Titre collection:C'est en France  c'est en Europe - Date:01/12/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00190973 01/12/1996	190973	96F04705SA0013_01.MP3	00190973_96F04705SA0013_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: La democratisation dans les institutions - Titre collection:C'est en France  c'est en Europe - Date:08/12/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00193126 08/12/1996	193126	96F04705SA0016_01.MP3	00193126_96F04705SA0016_01_0_553904_EXPORT.MP3	00:00:00:00	00:55:39:04	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: A la porte de l'Europe : Prague  Varsovie - Titre collection:C'est en France  c'est en Europe - Date:15/12/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00195389 15/12/1996	195389	96F04705SA0018_01.MP3	00195389_96F04705SA0018_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Les cafes traditionnels et prestigieux - Titre collection:C'est en France  c'est en Europe - Date:22/12/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00197548 22/12/1996	197548	96F04705EA0014_01.MP3	00197548_96F04705EA0014_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: La fete - Titre collection:C'est en France  c'est en Europe - Date:29/12/1996 - Chaine:Radio France - Heure:12:05:00 comment= notice 00199648 29/12/1996	199648	96F04705EA0017_01.MP3	00199648_96F04705EA0017_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Accords economiques internationaux - Titre collection:La ronde des nations - Date:13/01/1950 - Chaine:Radio Television Francaise comment= notice PH808003302 13/01/1950	PH808003302	DB09994_01.MP3	PH808003302_DB09994_01_0_171306_EXPORT.MP3	00:00:00:00	00:17:13:06	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Pour favoriser les contacts entre les ouvriers des differents pays - Titre collection:La ronde des nations - Date:25/05/949 - Chaine:Radio Television Francaise comment= notice PHD85025013 25/05/949	PHD85025013	B23169_01.MP3	PHD85025013_B23169_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Europe federaliste - Titre collection:La ronde des nations - Date:27/07/949 - Chaine:Radio Television Francaise comment= notice PHD85028173 27/07/949	PHD85028173	DB01406_01.MP3	PHD85028173_DB01406_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'UNESCO au travail - Titre collection:La ronde des nations - Date:16/09/1949 - Chaine:Radio Television Francaise comment= notice PHD85028461 16/09/1949	PHD85028461	DB03070_01.MP3	PHD85028461_DB03070_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Reforme de l'enseignement du francais en Suede - Titre collection:La ronde des nations - Date:10/09/949 - Chaine:Radio Television Francaise comment= notice PHD85028568 10/09/949	PHD85028568	DB03419_01.MP3	PHD85028568_DB03419_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Allemagne dans les organisations internationales - Titre collection:La ronde des nations - Date:31/10/949 - Chaine:Radio Television Francaise comment= notice PHD86024396 31/10/949	PHD86024396	DB06032_01.MP3	PHD86024396_DB06032_01_0_202317_EXPORT.MP3	00:00:00:00	00:20:23:17	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Angleterre et l'Europe - Titre collection:La ronde des nations - Date:17/11/949 - Chaine:Radio Television Francaise comment= notice PHD86024472 17/11/949	PHD86024472	DB07004_01.MP3	PHD86024472_DB07004_01_0_241414_EXPORT.MP3	00:00:00:00	00:24:14:14	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Federalisme et regionalisme - Titre collection:La ronde des nations - Date:21/11/949 - Chaine:Radio Television Francaise comment= notice PHD86024499 21/11/949	PHD86024499	DB07255_01.MP3	PHD86024499_DB07255_01_416_191012_EXPORT.MP3	00:00:04:16	00:19:10:12	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Organisation Europeenne de cooperation economique OECE - Titre collection:La ronde des nations - Date:09/12/949 - Chaine:Radio Television Francaise comment= notice PHD86024615 09/12/949	PHD86024615	DB08319_01.MP3	PHD86024615_DB08319_01_0_190422_EXPORT.MP3	00:00:00:00	00:19:04:22	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Evolution economique europeenne - Titre collection:La ronde des nations - Date:25/01/950 - Chaine:Radio Television Francaise comment= notice PHD86025042 25/01/950	PHD86025042	DB10715_01.MP3	PHD86025042_DB10715_01_0_191818_EXPORT.MP3	00:00:00:00	00:19:18:18	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Debat sur la paix - Titre collection:La ronde des nations - Date:06/02/1950 - Chaine:Radio Television Francaise - Heure:20:30:00 comment= notice PHD86025146 06/02/1950	PHD86025146	DB11155_01.MP3	PHD86025146_DB11155_01_122_251804_EXPORT.MP3	00:00:01:22	00:25:18:04	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Chronique du 5 mai 1950 - Titre collection:Conseil de l'Europe - Date:05/05/1950 - Chaine:Radio Television Francaise comment= notice PHD86026156 05/05/1950	PHD86026156	DB16046_01.MP3	PHD86026156_DB16046_01_0_40417_EXPORT.MP3	00:00:00:00	00:04:04:17	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Commentaires sur la Chine - Titre collection:La ronde des nations - Date:10/08/949 - Chaine:Radio Television Francaise comment= notice PHD86026699 10/08/949	PHD86026699	DB02046_01.MP3	PHD86026699_DB02046_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: 1ere session de l'assemblee europeenne - Titre collection:Conseil de l'Europe - Date:08/09/1949 - Chaine:Radio Television Francaise - Heure:20:00:00 comment= notice PHD86026894 08/09/1949	PHD86026894	DB03300_01.MP3	PHD86026894_DB03300_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Perspectives europeennes - Titre collection:La ronde des nations - Date:05/01/950 - Chaine:Radio Television Francaise comment= notice PHD86026954 05/01/950	PHD86026954	DB09656_01.MP3	PHD86026954_DB09656_01_617_175302_EXPORT.MP3	00:00:06:17	00:17:53:02	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'aide aux villages sinistres - Titre collection:Conseil de l'Europe - Date:25/03/953 - Chaine:Radio Television Francaise comment= notice PHD86037808 25/03/953	PHD86037808	DP02916_01.MP3	PHD86037808_DP02916_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes de defense - Titre collection:Conseil de l'Europe - Date:09/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86046313 09/08/1950	PHD86046313	DBA01346_01.MP3	PHD86046313_DBA01346_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Conseil de l'Europe et Parlement europeen - Titre collection:La ronde des nations - Date:22/07/1949 - Chaine:Radio Television Francaise - Heure:20:30:00 comment= notice PHD86046252 22/07/1949	PHD86046252	DBA01061_01.MP3	PHD86046252_DBA01061_01_0_171618_EXPORT.MP3	00:00:00:00	00:17:16:18	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Armee europeenne unifiee proposee par CHURCHILL - Titre collection:Conseil de l'Europe - Date:11/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86046322 11/08/1950	PHD86046322	DBA01409_01.MP3	PHD86046322_DBA01409_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Aide aux sinistres des inondations - Titre collection:Conseil de l'Europe - Date:07/02/953 - Chaine:Radio Television Francaise comment= notice PHD86050614 07/02/953	PHD86050614	DBA22698_01.MP3	PHD86050614_DBA22698_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Aide aux sinistres des inondations - Titre collection:Conseil de l'Europe - Date:07/02/953 - Chaine:Radio Television Francaise comment= notice PHD86050614 07/02/953	PHD86050614	99INA08505PA0004_01.MP3	PHD86050614_99INA08505PA0004_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Probleme des rapports futurs entre les nations du Conseil de l'Europe - Titre collection:Conseil de l'Europe - Date:11/05/1953 - Chaine:Radio Television Francaise - Heure:20:00:00 comment= notice PHD86051156 11/05/1953	PHD86051156	DBA23885_01.MP3	PHD86051156_DBA23885_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : Georges BIDAULT : l'armee europeenne - Titre collection:Conseil de l'Europe - Date:16/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062500 16/08/1950	PHD86062500	DY00268_01.MP3	PHD86062500_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : M LEVY - Titre collection:Conseil de l'Europe - Date:15/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062501 15/08/1950	PHD86062501	DY00268_01.MP3	PHD86062501_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : Maurice SCHUMANN - Titre collection:Conseil de l'Europe - Date:16/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062502 16/08/1950	PHD86062502	DY00268_01.MP3	PHD86062502_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : Andre PHILIP - Titre collection:Conseil de l'Europe - Date:14/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062503 14/08/1950	PHD86062503	DY00268_01.MP3	PHD86062503_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : Willy KONINCKX (Belgique) - Titre collection:Conseil de l'Europe - Date:16/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062504 16/08/1950	PHD86062504	DY00268_01.MP3	PHD86062504_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : Debats entre 4 journalistes etrangers - Titre collection:Conseil de l'Europe - Date:16/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062505 16/08/1950	PHD86062505	DY00268_01.MP3	PHD86062505_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : M KAMINKER : le service de traduction - Titre collection:Conseil de l'Europe - Date:15/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062506 15/08/1950	PHD86062506	DY00268_01.MP3	PHD86062506_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Interview de delegues : Maurice SCHUMANN : discours en francais - Titre collection:Conseil de l'Europe - Date:14/08/1950 - Chaine:Radio Television Francaise comment= notice PHD86062507 14/08/1950	PHD86062507	DY00268_01.MP3	PHD86062507_DY00268_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Peut-on parler d'une Eurafrique - Titre collection:La ronde des nations - Date:23/01/1950 - Chaine:Radio Television Francaise - Heure:20:30:00 comment= notice PHD86069746 23/01/1950	PHD86069746	DB10308_01.MP3	PHD86069746_DB10308_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Europe est pour demain : emission du 5 mai 1955 - Titre collection:L'Europe est pour demain - Date:05/05/1955 - Chaine:Radio Television Francaise - Heure:21:10:00 comment= notice PHD88014523 05/05/1955	PHD88014523	LXF00333_01.MP3	PHD88014523_LXF00333_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Europe est pour demain : emission du 19 mai 1955 - Titre collection:L'Europe est pour demain - Date:19/05/1955 - Chaine:Radio Television Francaise - Heure:22:42:00 comment= notice PHD88014524 19/05/1955	PHD88014524	LXG00272_01.MP3	PHD88014524_LXG00272_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Europe est pour demain : enregistrement du 12 mai 1955 - Titre collection:L'Europe est pour demain - Date:01/01/1955 - Chaine:Radio Television Francaise comment= notice PHD88014525 01/01/1955	PHD88014525	LXG00305_01.MP3	PHD88014525_LXG00305_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Europe est pour demain : emission du 9 juin 1955 - Titre collection:L'Europe est pour demain - Date:09/06/1955 - Chaine:Radio Television Francaise comment= notice PHD88014528 09/06/1955	PHD88014528	LXP00011_01.MP3	PHD88014528_LXP00011_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: L'Europe est pour demain : emission du 2 juin 1955 - Titre collection:L'Europe est pour demain - Date:02/06/1955 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88014527 02/06/1955	PHD88014527	LXC00353_01.MP3	PHD88014527_LXC00353_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 21 mai 1956 - Titre collection:Problemes europeens - Date:21/05/1956 - Chaine:Radio Television Francaise - Heure:20:30:00 comment= notice PHD88018787 21/05/1956	PHD88018787	LD06861_01.MP3	PHD88018787_LD06861_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 28 mai 1956 - Titre collection:Problemes europeens - Date:28/05/1956 - Chaine:Radio Television Francaise - Heure:22:40:00 comment= notice PHD88018788 28/05/1956	PHD88018788	LD07024_01.MP3	PHD88018788_LD07024_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 11 juin 1956 - Titre collection:Problemes europeens - Date:11/06/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018789 11/06/1956	PHD88018789	LD07386_01.MP3	PHD88018789_LD07386_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 18 juin 1956 - Titre collection:Problemes europeens - Date:18/06/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018790 18/06/1956	PHD88018790	LD07558_01.MP3	PHD88018790_LD07558_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 25 juin 1956 - Titre collection:Problemes europeens - Date:25/06/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018791 25/06/1956	PHD88018791	LD07752_01.MP3	PHD88018791_LD07752_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Les negociations sur l'Euratom et la CECA - Titre collection:Problemes europeens - Date:07/07/1956 - Chaine:Radio Television Francaise comment= notice PHD88018792 07/07/1956	PHD88018792	LD07921_01.MP3	PHD88018792_LD07921_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 26 juillet 1956 - Titre collection:Problemes europeens - Date:26/07/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018793 26/07/1956	PHD88018793	LD08290_01.MP3	PHD88018793_LD08290_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 23 juillet 1956 - Titre collection:Problemes europeens - Date:23/07/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018794 23/07/1956	PHD88018794	LD08467_01.MP3	PHD88018794_LD08467_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 6 aout 1956 - Titre collection:Problemes europeens - Date:06/08/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018796 06/08/1956	PHD88018796	LD08792_01.MP3	PHD88018796_LD08792_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 3 septembre 1956 - Titre collection:Problemes europeens - Date:03/09/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018799 03/09/1956	PHD88018799	LD09269_01.MP3	PHD88018799_LD09269_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 10 septembre 1956 - Titre collection:Problemes europeens - Date:10/09/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018800 10/09/1956	PHD88018800	LD09442_01.MP3	PHD88018800_LD09442_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 17 septembre 1956 - Titre collection:Problemes europeens - Date:17/09/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88018801 17/09/1956	PHD88018801	LD09622_01.MP3	PHD88018801_LD09622_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 24 septembre 1956 - Titre collection:Problemes europeens - Date:24/09/1956 - Chaine:Radio Television Francaise - Heure:22:50:00 comment= notice PHD88018802 24/09/1956	PHD88018802	LD09776_01.MP3	PHD88018802_LD09776_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 1er octobre 1956 - Titre collection:Problemes europeens - Date:01/10/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028554 01/10/1956	PHD88028554	LD09931_01.MP3	PHD88028554_LD09931_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 8 octobre 1956 - Titre collection:Problemes europeens - Date:08/10/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028555 08/10/1956	PHD88028555	LD10115_01.MP3	PHD88028555_LD10115_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 8 octobre 1956 - Titre collection:Problemes europeens - Date:08/10/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028555 08/10/1956	PHD88028555	86INA08505PH0381_01.MP3	PHD88028555_86INA08505PH0381_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 15 octobre 1956 - Titre collection:Problemes europeens - Date:15/10/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028556 15/10/1956	PHD88028556	LD10286_01.MP3	PHD88028556_LD10286_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 29 octobre 1956 - Titre collection:Problemes europeens - Date:29/10/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028558 29/10/1956	PHD88028558	LD10617_01.MP3	PHD88028558_LD10617_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 22 octobre 1956 - Titre collection:Problemes europeens - Date:22/10/1956 - Chaine:Radio Television Francaise - Heure:22:40:00 comment= notice PHD88028557 22/10/1956	PHD88028557	LD10436_01.MP3	PHD88028557_LD10436_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 5 novembre 1956 - Titre collection:Problemes europeens - Date:05/11/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028559 05/11/1956	PHD88028559	LD10798_01.MP3	PHD88028559_LD10798_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 12 novembre 1956 - Titre collection:Problemes europeens - Date:12/11/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028560 12/11/1956	PHD88028560	LD11022_01.MP3	PHD88028560_LD11022_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 3 decembre 1956 - Titre collection:Problemes europeens - Date:03/12/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028563 03/12/1956	PHD88028563	LD11732_01.MP3	PHD88028563_LD11732_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 26 novembre 1956 - Titre collection:Problemes europeens - Date:26/11/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028562 26/11/1956	PHD88028562	LD11487_01.MP3	PHD88028562_LD11487_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 19 novembre 1956 - Titre collection:Problemes europeens - Date:19/11/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028561 19/11/1956	PHD88028561	LD11262_01.MP3	PHD88028561_LD11262_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 10 decembre 1956 - Titre collection:Problemes europeens - Date:10/12/1956 - Chaine:Radio Television Francaise comment= notice PHD88028564 10/12/1956	PHD88028564	LD11978_01.MP3	PHD88028564_LD11978_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
