Type de notice	Titre propre-Titre collection-date de diffusion-Chaine de diffusion-Heure de diffusion-Notice-Date de diffusion	Identifiant notice	Fichier source	Nom du fichier	TC IN	TC OUT	Format	Répertoire	Chemin
EMISSION RAD.	Titre: Inter actualites de 19H00 du 6 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:06/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11003986 06/11/1975	PHY11003986	311P00304_01.MP3	PHY11003986_311P00304_01_522_1000424_EXPORT.MP3	00:00:05:22	01:00:04:24	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 9 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:09/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11003985 09/12/1975	PHY11003985	311P00456_01.MP3	PHY11003985_311P00456_01_1_1000008_EXPORT.MP3	00:00:00:01	01:00:00:08	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 7 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:07/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11003998 07/11/1975	PHY11003998	311P00309_01.MP3	PHY11003998_311P00309_01_4_594805_EXPORT.MP3	00:00:00:04	00:59:48:05	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 11 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:11/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004007 11/12/1975	PHY11004007	311P00466_01.MP3	PHY11004007_311P00466_01_2_1000013_EXPORT.MP3	00:00:00:02	01:00:00:13	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 8 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:08/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004015 08/11/1975	PHY11004015	311P00314_01.MP3	PHY11004015_311P00314_01_6_575010_EXPORT.MP3	00:00:00:06	00:57:50:10	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 9 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:09/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004029 09/11/1975	PHY11004029	311P00319_01.MP3	PHY11004029_311P00319_01_3_512907_EXPORT.MP3	00:00:00:03	00:51:29:07	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 12 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:12/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004021 12/12/1975	PHY11004021	311P00471_01.MP3	PHY11004021_311P00471_01_2_595409_EXPORT.MP3	00:00:00:02	00:59:54:09	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 13 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:13/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004035 13/12/1975	PHY11004035	311P00476_01.MP3	PHY11004035_311P00476_01_5307_522619_EXPORT.MP3	00:00:53:07	00:52:26:19	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 10 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:10/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004043 10/11/1975	PHY11004043	311P00324_01.MP3	PHY11004043_311P00324_01_1_594224_EXPORT.MP3	00:00:00:01	00:59:42:24	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 14 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:14/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004050 14/12/1975	PHY11004050	311P00481_01.MP3	PHY11004050_311P00481_01_103_531324_EXPORT.MP3	00:00:01:03	00:53:13:24	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 11 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:11/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004060 11/11/1975	PHY11004060	311P00329_01.MP3	PHY11004060_311P00329_01_9_595508_EXPORT.MP3	00:00:00:09	00:59:55:08	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 15 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:15/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004065 15/12/1975	PHY11004065	311P00486_01.MP3	PHY11004065_311P00486_01_5_1004303_EXPORT.MP3	00:00:00:05	01:00:43:03	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 12 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:12/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004070 12/11/1975	PHY11004070	311P00334_01.MP3	PHY11004070_311P00334_01_3_595410_EXPORT.MP3	00:00:00:03	00:59:54:10	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 16 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:16/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004077 16/12/1975	PHY11004077	311P00491_01.MP3	PHY11004077_311P00491_01_1_1000002_EXPORT.MP3	00:00:00:01	01:00:00:02	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 17 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:17/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004091 17/12/1975	PHY11004091	311P00496_01.MP3	PHY11004091_311P00496_01_1_594305_EXPORT.MP3	00:00:00:01	00:59:43:05	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 13 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:13/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004084 13/11/1975	PHY11004084	311P00339_01.MP3	PHY11004084_311P00339_01_1_595907_EXPORT.MP3	00:00:00:01	00:59:59:07	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 18 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:18/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004095 18/12/1975	PHY11004095	311P00501_01.MP3	PHY11004095_311P00501_01_102_1000102_EXPORT.MP3	00:00:01:02	01:00:01:02	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 14 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:14/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004102 14/11/1975	PHY11004102	311P00344_01.MP3	PHY11004102_311P00344_01_502_1000907_EXPORT.MP3	00:00:05:02	01:00:09:07	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 19 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:19/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004105 19/12/1975	PHY11004105	311P00506_01.MP3	PHY11004105_311P00506_01_1011_595004_EXPORT.MP3	00:00:10:11	00:59:50:04	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 15 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:15/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004108 15/11/1975	PHY11004108	311P00349_01.MP3	PHY11004108_311P00349_01_420_513816_EXPORT.MP3	00:00:04:20	00:51:38:16	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 20 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:20/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004118 20/12/1975	PHY11004118	311P00511_01.MP3	PHY11004118_311P00511_01_1_533310_EXPORT.MP3	00:00:00:01	00:53:33:10	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 21 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:21/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004134 21/12/1975	PHY11004134	311P00516_01.MP3	PHY11004134_311P00516_01_110_564006_EXPORT.MP3	00:00:01:10	00:56:40:06	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 16 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:16/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004135 16/11/1975	PHY11004135	311P00354_01.MP3	PHY11004135_311P00354_01_613_473719_EXPORT.MP3	00:00:06:13	00:47:37:19	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 17 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:17/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004145 17/11/1975	PHY11004145	311P00359_01.MP3	PHY11004145_311P00359_01_101_595921_EXPORT.MP3	00:00:01:01	00:59:59:21	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 22 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:22/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004146 22/12/1975	PHY11004146	311P00521_01.MP3	PHY11004146_311P00521_01_7_594821_EXPORT.MP3	00:00:00:07	00:59:48:21	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 18 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:18/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004159 18/11/1975	PHY11004159	311P00364_01.MP3	PHY11004159_311P00364_01_2_595301_EXPORT.MP3	00:00:00:02	00:59:53:01	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 23 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:23/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004160 23/12/1975	PHY11004160	311P00526_01.MP3	PHY11004160_311P00526_01_6_594412_EXPORT.MP3	00:00:00:06	00:59:44:12	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 24 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:24/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004170 24/12/1975	PHY11004170	311P00531_01.MP3	PHY11004170_311P00531_01_11_1001101_EXPORT.MP3	00:00:00:11	01:00:11:01	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 19 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:19/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004173 19/11/1975	PHY11004173	311P00369_01.MP3	PHY11004173_311P00369_01_3_595801_EXPORT.MP3	00:00:00:03	00:59:58:01	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 21 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:21/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004185 21/11/1975	PHY11004185	311P00375_01.MP3	PHY11004185_311P00375_01_3_594701_EXPORT.MP3	00:00:00:03	00:59:47:01	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 26 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:26/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004192 26/12/1975	PHY11004192	311P00541_01.MP3	PHY11004192_311P00541_01_3_595917_EXPORT.MP3	00:00:00:03	00:59:59:17	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 27 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:27/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004198 27/12/1975	PHY11004198	311P00546_01.MP3	PHY11004198_311P00546_01_405_532016_EXPORT.MP3	00:00:04:05	00:53:20:16	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 22 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:22/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004201 22/11/1975	PHY11004201	311P00380_01.MP3	PHY11004201_311P00380_01_3_1003203_EXPORT.MP3	00:00:00:03	01:00:32:03	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 23 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:23/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004217 23/11/1975	PHY11004217	311P00385_01.MP3	PHY11004217_311P00385_01_1_470714_EXPORT.MP3	00:00:00:01	00:47:07:14	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 28 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:28/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004224 28/12/1975	PHY11004224	311P00551_01.MP3	PHY11004224_311P00551_01_3_512909_EXPORT.MP3	00:00:00:03	00:51:29:09	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 29 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:29/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004230 29/12/1975	PHY11004230	311P00556_01.MP3	PHY11004230_311P00556_01_16_595701_EXPORT.MP3	00:00:00:16	00:59:57:01	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 24 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:24/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004233 24/11/1975	PHY11004233	311P00390_01.MP3	PHY11004233_311P00390_01_318_595507_EXPORT.MP3	00:00:03:18	00:59:55:07	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 25 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:25/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004239 25/11/1975	PHY11004239	311P00395_01.MP3	PHY11004239_311P00395_01_4_595418_EXPORT.MP3	00:00:00:04	00:59:54:18	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 30 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:30/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004247 30/12/1975	PHY11004247	311P00561_01.MP3	PHY11004247_311P00561_01_2_595505_EXPORT.MP3	00:00:00:02	00:59:55:05	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 31 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:31/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004263 31/12/1975	PHY11004263	311P00566_01.MP3	PHY11004263_311P00566_01_2_1000202_EXPORT.MP3	00:00:00:02	01:00:02:02	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 26 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:26/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004266 26/11/1975	PHY11004266	311P00400_01.MP3	PHY11004266_311P00400_01_18_595901_EXPORT.MP3	00:00:00:18	00:59:59:01	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 30 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:30/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004270 30/11/1975	PHY11004270	311P00420_01.MP3	PHY11004270_311P00420_01_4411_531612_EXPORT.MP3	00:00:44:11	00:53:16:12	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 27 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:27/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004273 27/11/1975	PHY11004273	311P00405_01.MP3	PHY11004273_311P00405_01_9_1000018_EXPORT.MP3	00:00:00:09	01:00:00:18	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 28 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:28/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004292 28/11/1975	PHY11004292	311P00410_01.MP3	PHY11004292_311P00410_01_6_1000822_EXPORT.MP3	00:00:00:06	01:00:08:22	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 29 novembre 1975 - Titre collection:Inter actualites de 19H00 - Date:29/11/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11004293 29/11/1975	PHY11004293	311P00415_01.MP3	PHY11004293_311P00415_01_1923_530920_EXPORT.MP3	00:00:19:23	00:53:09:20	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 5 octobre 1975 - Titre collection:Inter actualites de 19H00 - Date:05/10/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11005398 05/10/1975	PHY11005398	311P00144_01.MP3	PHY11005398_311P00144_01_12405_543605_EXPORT.MP3	00:01:24:05	00:54:36:05	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 25 decembre 1975 - Titre collection:Inter actualites de 19H00 - Date:25/12/1975 - Chaine:Radio France - Heure:19:00:00 comment= notice PHY11007482 25/12/1975	PHY11007482	311P00536_01.MP3	PHY11007482_311P00536_01_3_1001000_EXPORT.MP3	00:00:00:03	01:00:10:00	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 22 novembre 1972 - Titre collection:Inter actualites de 19H00 - Date:22/11/1972 - Chaine:Office Radio Television France - Heure:19:00:00 comment= notice PHZ08003687 22/11/1972	PHZ08003687	135P00273_01.MP3	PHZ08003687_135P00273_01_12314_534621_EXPORT.MP3	00:01:23:14	00:53:46:21	FVISIO	13- Inter actualités 1970-1979	iMPRESSO\Journal_parle\13-_Inter_actualites_1970-1979
EMISSION RAD.	Titre: Inter actualites de 19H00 du 15 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:15/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00288551 15/03/1988	288551	88F05001H1900SA0077_01.MP3	00288551_88F05001H1900SA0077_01_0_594812_EXPORT.MP3	00:00:00:00	00:59:48:12	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 16 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:16/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00288657 16/03/1988	288657	88F05001H1900SA0078_01.MP3	00288657_88F05001H1900SA0078_01_0_1000300_EXPORT.MP3	00:00:00:00	01:00:03:00	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 17 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:17/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00288764 17/03/1988	288764	88F05001H1900SA0079_01.MP3	00288764_88F05001H1900SA0079_01_0_1001518_EXPORT.MP3	00:00:00:00	01:00:15:18	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 18 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:18/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00288868 18/03/1988	288868	88F05001H1900SA0080_01.MP3	00288868_88F05001H1900SA0080_01_0_1000217_EXPORT.MP3	00:00:00:00	01:00:02:17	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 19 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:19/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00288938 19/03/1988	288938	88F05001H1900SA0081_01.MP3	00288938_88F05001H1900SA0081_01_0_1001208_EXPORT.MP3	00:00:00:00	01:00:12:08	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 21 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:21/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289089 21/03/1988	289089	88F05001H1900SA0083_01.MP3	00289089_88F05001H1900SA0083_01_0_1025919_EXPORT.MP3	00:00:00:00	01:02:59:19	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 22 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:22/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289194 22/03/1988	289194	88F05001H1900SA0084_01.MP3	00289194_88F05001H1900SA0084_01_0_1000009_EXPORT.MP3	00:00:00:00	01:00:00:09	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 24 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:24/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289407 24/03/1988	289407	88F05001H1900SA0086_01.MP3	00289407_88F05001H1900SA0086_01_0_1001923_EXPORT.MP3	00:00:00:00	01:00:19:23	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 23 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:23/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289300 23/03/1988	289300	88F05001H1900SA0085_01.MP3	00289300_88F05001H1900SA0085_01_0_1005110_EXPORT.MP3	00:00:00:00	01:00:51:10	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 25 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:25/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289511 25/03/1988	289511	88F05001H1900SA0087_01.MP3	00289511_88F05001H1900SA0087_01_0_1010003_EXPORT.MP3	00:00:00:00	01:01:00:03	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 26 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:26/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289581 26/03/1988	289581	88F05001H1900SA0088_01.MP3	00289581_88F05001H1900SA0088_01_0_583622_EXPORT.MP3	00:00:00:00	00:58:36:22	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 28 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:28/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289732 28/03/1988	289732	88F05001H1900SA0090_01.MP3	00289732_88F05001H1900SA0090_01_0_1031101_EXPORT.MP3	00:00:00:00	01:03:11:01	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
EMISSION RAD.	Titre: Inter actualites de 19H00 du 29 mars 1988 - Titre collection:Inter actualites de 19H00 - Date:29/03/1988 - Chaine:Radio France - Heure:19:00:00 comment= notice 00289837 29/03/1988	289837	88F05001H1900SA0091_01.MP3	00289837_88F05001H1900SA0091_01_0_1010803_EXPORT.MP3	00:00:00:00	01:01:08:03	FVISIO	14- Inter actualités 1980-1989	iMPRESSO\Journal_parle\14-_Inter_actualites_1980-1989
